-dhs 0.80
-a 1.0 5.0
0.87 c 0.13
       lam   pyroxene    olivine  enstatite forsterite     silica     quartz
   1.00464 1795.73700 1912.67133 2054.68500 2192.65567 2271.81800 2359.69300
   1.00480 1795.74800 1912.66267 2054.67100 2192.63733 2271.78500 2359.66633
   1.00496 1795.75900 1912.65433 2054.65700 2192.61900 2271.75200 2359.63933
   1.00512 1795.77000 1912.64567 2054.64200 2192.60033 2271.71900 2359.61267
   1.00528 1795.78100 1912.63667 2054.62800 2192.58200 2271.68500 2359.58567
   1.00544 1795.79200 1912.62767 2054.61300 2192.56333 2271.65200 2359.55900
   1.00560 1795.80300 1912.61900 2054.59900 2192.54433 2271.61800 2359.53200
   1.00577 1795.81400 1912.61000 2054.58400 2192.52567 2271.58500 2359.50500
   1.00592 1795.82500 1912.60100 2054.56900 2192.50633 2271.55100 2359.47833
   1.00609 1795.83600 1912.59200 2054.55400 2192.48733 2271.51700 2359.45133
   1.00625 1795.84700 1912.58300 2054.53900 2192.46867 2271.48400 2359.42433
   1.00641 1795.85800 1912.57400 2054.52400 2192.44933 2271.45000 2359.39767
   1.00657 1795.86900 1912.56467 2054.50900 2192.42967 2271.41600 2359.37067
   1.00673 1795.87900 1912.55500 2054.49300 2192.41033 2271.38200 2359.34367
   1.00689 1795.89000 1912.54600 2054.47800 2192.39100 2271.34800 2359.31667
   1.00705 1795.90100 1912.53633 2054.46200 2192.37133 2271.31400 2359.29000
   1.00721 1795.91200 1912.52667 2054.44700 2192.35133 2271.28000 2359.26233
   1.00737 1795.92300 1912.51733 2054.43100 2192.33133 2271.24600 2359.23533
   1.00753 1795.93400 1912.50733 2054.41500 2192.31167 2271.21200 2359.20833
   1.00769 1795.94500 1912.49733 2054.39900 2192.29167 2271.17700 2359.18133
   1.00785 1795.95600 1912.48767 2054.38300 2192.27133 2271.14300 2359.15367
   1.00802 1795.96600 1912.47767 2054.36700 2192.25100 2271.10900 2359.12667
   1.00818 1795.97700 1912.46767 2054.35100 2192.23067 2271.07400 2359.10000
   1.00834 1795.98800 1912.45733 2054.33400 2192.21067 2271.04000 2359.07233
   1.00850 1795.99900 1912.44733 2054.31800 2192.19000 2271.00600 2359.04533
   1.00866 1796.01000 1912.43733 2054.30100 2192.16900 2270.97100 2359.01833
   1.00882 1796.02000 1912.42633 2054.28400 2192.14833 2270.93600 2358.99067
   1.00898 1796.03100 1912.41633 2054.26800 2192.12767 2270.90200 2358.96367
   1.00914 1796.04200 1912.40567 2054.25100 2192.10667 2270.86700 2358.93567
   1.00930 1796.05200 1912.39467 2054.23400 2192.08567 2270.83300 2358.90867
   1.00947 1796.06400 1912.38633 2054.21900 2192.06733 2270.80100 2358.88400
   1.00963 1796.07500 1912.37767 2054.20400 2192.04867 2270.76900 2358.85833
   1.00979 1796.08700 1912.36867 2054.18900 2192.03000 2270.73800 2358.83367
   1.00995 1796.09800 1912.35967 2054.17400 2192.01067 2270.70600 2358.80867
   1.01011 1796.11000 1912.35067 2054.15900 2191.99200 2270.67400 2358.78300
   1.01027 1796.12100 1912.34167 2054.14400 2191.97300 2270.64300 2358.75833
   1.01043 1796.13300 1912.33200 2054.12800 2191.95367 2270.61100 2358.73267
   1.01059 1796.14400 1912.32267 2054.11300 2191.93467 2270.57900 2358.70767
   1.01076 1796.15500 1912.31333 2054.09700 2191.91533 2270.54700 2358.68267
   1.01092 1796.16700 1912.30400 2054.08200 2191.89567 2270.51500 2358.65733
   1.01108 1796.17800 1912.29400 2054.06600 2191.87600 2270.48400 2358.63233
   1.01124 1796.18900 1912.28467 2054.05000 2191.85667 2270.45200 2358.60667
   1.01140 1796.20000 1912.27500 2054.03400 2191.83667 2270.42000 2358.58167
   1.01156 1796.21100 1912.26500 2054.01700 2191.81733 2270.38800 2358.55600
   1.01172 1796.22300 1912.25500 2054.00100 2191.79733 2270.35600 2358.53133
   1.01189 1796.23400 1912.24433 2053.98500 2191.77767 2270.32400 2358.50567
   1.01205 1796.24500 1912.23433 2053.96800 2191.75733 2270.29200 2358.48067
   1.01221 1796.25600 1912.22433 2053.95100 2191.73767 2270.26000 2358.45500
   1.01237 1796.26700 1912.21367 2053.93500 2191.71733 2270.22700 2358.43000
   1.01253 1796.27800 1912.20367 2053.91800 2191.69700 2270.19500 2358.40433
   1.01269 1796.28900 1912.19267 2053.90100 2191.67667 2270.16300 2358.37933
   1.01286 1796.30000 1912.18200 2053.88300 2191.65667 2270.13100 2358.35367
   1.01302 1796.31000 1912.17133 2053.86600 2191.63600 2270.09900 2358.32833
   1.01318 1796.32100 1912.16033 2053.84900 2191.61567 2270.06700 2358.30333
   1.01334 1796.33200 1912.14900 2053.83100 2191.59467 2270.03500 2358.27767
   1.01350 1796.34300 1912.13800 2053.81400 2191.57400 2270.00300 2358.25267
   1.01367 1796.35300 1912.12667 2053.79600 2191.55333 2269.97000 2358.22700
   1.01383 1796.36400 1912.11567 2053.77800 2191.53267 2269.93800 2358.20133
   1.01399 1796.37400 1912.10300 2053.75900 2191.51067 2269.90500 2358.17533
   1.01415 1796.38400 1912.09000 2053.73900 2191.48700 2269.87000 2358.14733
   1.01431 1796.39400 1912.07600 2053.71800 2191.46400 2269.83500 2358.11967
   1.01447 1796.40400 1912.06300 2053.69800 2191.44067 2269.80000 2358.09267
   1.01464 1796.41300 1912.04900 2053.67700 2191.41767 2269.76500 2358.06500
   1.01480 1796.42300 1912.03533 2053.65600 2191.39400 2269.73000 2358.03800
   1.01496 1796.43300 1912.02133 2053.63600 2191.37067 2269.69500 2358.01033
   1.01512 1796.44200 1912.00733 2053.61500 2191.34733 2269.66000 2357.98300
   1.01528 1796.45200 1911.99333 2053.59400 2191.32367 2269.62500 2357.95533
   1.01545 1796.46100 1911.97933 2053.57300 2191.30033 2269.59100 2357.92767
   1.01561 1796.47000 1911.96500 2053.55100 2191.27633 2269.55600 2357.90067
   1.01577 1796.48000 1911.95067 2053.53000 2191.25267 2269.52100 2357.87300
   1.01593 1796.48900 1911.93600 2053.50800 2191.22900 2269.48600 2357.84500
   1.01610 1796.49800 1911.92133 2053.48700 2191.20533 2269.45100 2357.81800
   1.01626 1796.50700 1911.90667 2053.46500 2191.18133 2269.41700 2357.79033
   1.01642 1796.51700 1911.89200 2053.44300 2191.15767 2269.38200 2357.76267
   1.01658 1796.52600 1911.87700 2053.42100 2191.13367 2269.34700 2357.73533
   1.01675 1796.53500 1911.86200 2053.39900 2191.10933 2269.31300 2357.70767
   1.01691 1796.54300 1911.84700 2053.37700 2191.08567 2269.27800 2357.68000
   1.01707 1796.55200 1911.83167 2053.35500 2191.06200 2269.24300 2357.65300
   1.01723 1796.56100 1911.81667 2053.33300 2191.03767 2269.20900 2357.62500
   1.01739 1796.57000 1911.80100 2053.31000 2191.01367 2269.17400 2357.59733
   1.01756 1796.57800 1911.78567 2053.28800 2190.98933 2269.14000 2357.57033
   1.01772 1796.58700 1911.76967 2053.26500 2190.96533 2269.10500 2357.54267
   1.01788 1796.59600 1911.75433 2053.24300 2190.94133 2269.07100 2357.51467
   1.01804 1796.60400 1911.73867 2053.22000 2190.91700 2269.03700 2357.48767
   1.01821 1796.61300 1911.72267 2053.19700 2190.89300 2269.00300 2357.46000
   1.01837 1796.62100 1911.70700 2053.17400 2190.86900 2268.96800 2357.43233
   1.01853 1796.62900 1911.69100 2053.15100 2190.84467 2268.93400 2357.40433
   1.01869 1796.63700 1911.67367 2053.12700 2190.81933 2268.89800 2357.37567
   1.01886 1796.64400 1911.65500 2053.10100 2190.79233 2268.86100 2357.34633
   1.01902 1796.65100 1911.63700 2053.07600 2190.76633 2268.82400 2357.31633
   1.01918 1796.65800 1911.61900 2053.05000 2190.73933 2268.78700 2357.28633
   1.01935 1796.66500 1911.60033 2053.02400 2190.71300 2268.75000 2357.25667
   1.01951 1796.67200 1911.58200 2052.99900 2190.68633 2268.71300 2357.22667
   1.01967 1796.67900 1911.56367 2052.97300 2190.66000 2268.67600 2357.19667
   1.01983 1796.68600 1911.54500 2052.94700 2190.63333 2268.64000 2357.16667
   1.02000 1796.69300 1911.52633 2052.92100 2190.60700 2268.60300 2357.13700
   1.02016 1796.69900 1911.50800 2052.89500 2190.58033 2268.56600 2357.10767
   1.02032 1796.70600 1911.48900 2052.86900 2190.55400 2268.53000 2357.07767
   1.02049 1796.71300 1911.47000 2052.84300 2190.52767 2268.49300 2357.04767
   1.02065 1796.71900 1911.45100 2052.81700 2190.50100 2268.45700 2357.01800
   1.02081 1796.72600 1911.43233 2052.79100 2190.47500 2268.42000 2356.98800
   1.02097 1796.73200 1911.41333 2052.76500 2190.44867 2268.38400 2356.95800
   1.02114 1796.73800 1911.39433 2052.73900 2190.42233 2268.34800 2356.92800
   1.02130 1796.74400 1911.37500 2052.71300 2190.39600 2268.31200 2356.89800
   1.02146 1796.75100 1911.35600 2052.68600 2190.36967 2268.27600 2356.86833
   1.02163 1796.75700 1911.33700 2052.66000 2190.34400 2268.24000 2356.83833
   1.02179 1796.76300 1911.31800 2052.63400 2190.31767 2268.20400 2356.80833
   1.02195 1796.76900 1911.29900 2052.60800 2190.29167 2268.16800 2356.77833
   1.02212 1796.77500 1911.27967 2052.58200 2190.26567 2268.13200 2356.74833
   1.02228 1796.78100 1911.26000 2052.55500 2190.23967 2268.09600 2356.71933
   1.02244 1796.78600 1911.24100 2052.52900 2190.21433 2268.06000 2356.68933
   1.02261 1796.79200 1911.22200 2052.50300 2190.18833 2268.02500 2356.65933
   1.02277 1796.79800 1911.20233 2052.47700 2190.16267 2267.98900 2356.62933
   1.02293 1796.80400 1911.18333 2052.45100 2190.13700 2267.95400 2356.59933
   1.02310 1796.80900 1911.16400 2052.42500 2190.11133 2267.91800 2356.56933
   1.02326 1796.81500 1911.14467 2052.39800 2190.08600 2267.88300 2356.53933
   1.02342 1796.82100 1911.12700 2052.37400 2190.06233 2267.85000 2356.51100
   1.02359 1796.82700 1911.10967 2052.35100 2190.03967 2267.81800 2356.48367
   1.02375 1796.83400 1911.09267 2052.32700 2190.01700 2267.78600 2356.45600
   1.02391 1796.84000 1911.07567 2052.30400 2189.99400 2267.75400 2356.42833
   1.02408 1796.84600 1911.05833 2052.28000 2189.97167 2267.72200 2356.40100
   1.02424 1796.85200 1911.04133 2052.25700 2189.94933 2267.69100 2356.37333
   1.02440 1796.85800 1911.02433 2052.23400 2189.92667 2267.65900 2356.34533
   1.02457 1796.86400 1911.00733 2052.21000 2189.90433 2267.62700 2356.31767
   1.02473 1796.87000 1910.99033 2052.18700 2189.88233 2267.59600 2356.29067
   1.02489 1796.87700 1910.97367 2052.16400 2189.86033 2267.56400 2356.26267
   1.02506 1796.88300 1910.95667 2052.14100 2189.83800 2267.53300 2356.23500
   1.02522 1796.88800 1910.93967 2052.11800 2189.81600 2267.50200 2356.20733
   1.02539 1796.89400 1910.92267 2052.09500 2189.79433 2267.47000 2356.18000
   1.02555 1796.90000 1910.90567 2052.07200 2189.77267 2267.43900 2356.15233
   1.02571 1796.90600 1910.88933 2052.04900 2189.75100 2267.40800 2356.12433
   1.02588 1796.91200 1910.87233 2052.02700 2189.72933 2267.37700 2356.09667
   1.02604 1796.91800 1910.85567 2052.00400 2189.70800 2267.34600 2356.06867
   1.02621 1796.92400 1910.83900 2051.98200 2189.68667 2267.31400 2356.04167
   1.02637 1796.93000 1910.82233 2051.95900 2189.66533 2267.28300 2356.01367
   1.02653 1796.93500 1910.80600 2051.93700 2189.64400 2267.25200 2355.98600
   1.02670 1796.94100 1910.78933 2051.91500 2189.62300 2267.22200 2355.95800
   1.02686 1796.94700 1910.77333 2051.89200 2189.60167 2267.19100 2355.93033
   1.02702 1796.95300 1910.75700 2051.87000 2189.58100 2267.16000 2355.90233
   1.02719 1796.95800 1910.74100 2051.84800 2189.56000 2267.12900 2355.87467
   1.02735 1796.96400 1910.72467 2051.82700 2189.53933 2267.09800 2355.84733
   1.02752 1796.97000 1910.70867 2051.80500 2189.51833 2267.06700 2355.81967
   1.02768 1796.97600 1910.69267 2051.78300 2189.49800 2267.03700 2355.79167
   1.02784 1796.98200 1910.67667 2051.76200 2189.47767 2267.00600 2355.76400
   1.02801 1796.98700 1910.66067 2051.74000 2189.45733 2266.97600 2355.73600
   1.02817 1796.99400 1910.64667 2051.72100 2189.43867 2266.94700 2355.71000
   1.02834 1797.00000 1910.63233 2051.70100 2189.42067 2266.91900 2355.68433
   1.02850 1797.00700 1910.61867 2051.68200 2189.40200 2266.89100 2355.65767
   1.02867 1797.01400 1910.60467 2051.66300 2189.38433 2266.86300 2355.63167
   1.02883 1797.02000 1910.59067 2051.64400 2189.36633 2266.83500 2355.60600
   1.02899 1797.02700 1910.57733 2051.62500 2189.34867 2266.80700 2355.57933
   1.02916 1797.03400 1910.56333 2051.60600 2189.33067 2266.77800 2355.55333
   1.02932 1797.04000 1910.55000 2051.58700 2189.31300 2266.75000 2355.52733
   1.02949 1797.04700 1910.53633 2051.56900 2189.29533 2266.72200 2355.50133
   1.02965 1797.05400 1910.52300 2051.55000 2189.27767 2266.69400 2355.47500
   1.02982 1797.06000 1910.50967 2051.53200 2189.26033 2266.66600 2355.44900
   1.02998 1797.06700 1910.49633 2051.51300 2189.24267 2266.63800 2355.42233
   1.03015 1797.07400 1910.48333 2051.49500 2189.22533 2266.61000 2355.39633
   1.03031 1797.08100 1910.47067 2051.47700 2189.20767 2266.58200 2355.37033
   1.03047 1797.08800 1910.45733 2051.45900 2189.19067 2266.55400 2355.34367
   1.03064 1797.09400 1910.44467 2051.44200 2189.17367 2266.52600 2355.31767
   1.03080 1797.10100 1910.43200 2051.42400 2189.15633 2266.49800 2355.29100
   1.03097 1797.10800 1910.41967 2051.40600 2189.13933 2266.47000 2355.26500
   1.03113 1797.11500 1910.40667 2051.38900 2189.12267 2266.44200 2355.23833
   1.03130 1797.12200 1910.39433 2051.37100 2189.10567 2266.41400 2355.21233
   1.03146 1797.13000 1910.38233 2051.35400 2189.08867 2266.38600 2355.18567
   1.03163 1797.13700 1910.37000 2051.33700 2189.07233 2266.35800 2355.15967
   1.03179 1797.14400 1910.35800 2051.32000 2189.05533 2266.33000 2355.13300
   1.03196 1797.15100 1910.34600 2051.30300 2189.03900 2266.30200 2355.10633
   1.03212 1797.15800 1910.33400 2051.28600 2189.02200 2266.27400 2355.08033
   1.03228 1797.16600 1910.32233 2051.27000 2189.00567 2266.24500 2355.05367
   1.03245 1797.17300 1910.31033 2051.25300 2188.98933 2266.21700 2355.02667
   1.03262 1797.18000 1910.29900 2051.23700 2188.97300 2266.18900 2355.00067
   1.03278 1797.18800 1910.28700 2051.22000 2188.95633 2266.16100 2354.97400
   1.03295 1797.19400 1910.27267 2051.20000 2188.93633 2266.12800 2354.94400
   1.03311 1797.20000 1910.25767 2051.18000 2188.91567 2266.09400 2354.91300
   1.03327 1797.20500 1910.24267 2051.15900 2188.89500 2266.06000 2354.88200
   1.03344 1797.21100 1910.22767 2051.13900 2188.87433 2266.02600 2354.85100
   1.03361 1797.21700 1910.21300 2051.11900 2188.85367 2265.99200 2354.82000
   1.03377 1797.22300 1910.19833 2051.09900 2188.83300 2265.95800 2354.78900
   1.03394 1797.22900 1910.18333 2051.07800 2188.81233 2265.92400 2354.75800
   1.03410 1797.23500 1910.16900 2051.05800 2188.79167 2265.89000 2354.72700
   1.03426 1797.24200 1910.15467 2051.03900 2188.77100 2265.85600 2354.69600
   1.03443 1797.24800 1910.14000 2051.01900 2188.75067 2265.82100 2354.66500
   1.03460 1797.25400 1910.12600 2050.99900 2188.73033 2265.78700 2354.63400
   1.03476 1797.26000 1910.11167 2050.97900 2188.71000 2265.75300 2354.60300
   1.03493 1797.26700 1910.09733 2050.96000 2188.68933 2265.71900 2354.57100
   1.03509 1797.27300 1910.08333 2050.94000 2188.66900 2265.68400 2354.54000
   1.03526 1797.28000 1910.06933 2050.92100 2188.64867 2265.65000 2354.50900
   1.03542 1797.28600 1910.05567 2050.90200 2188.62800 2265.61600 2354.47800
   1.03559 1797.29300 1910.04200 2050.88200 2188.60733 2265.58100 2354.44600
   1.03575 1797.30000 1910.02800 2050.86300 2188.58700 2265.54700 2354.41500
   1.03592 1797.30600 1910.01400 2050.84400 2188.56700 2265.51200 2354.38367
   1.03608 1797.31300 1910.00067 2050.82500 2188.54633 2265.47700 2354.35200
   1.03625 1797.32000 1909.98700 2050.80600 2188.52600 2265.44300 2354.32067
   1.03641 1797.32700 1909.97367 2050.78700 2188.50567 2265.40800 2354.28900
   1.03658 1797.33400 1909.96000 2050.76800 2188.48533 2265.37300 2354.25767
   1.03675 1797.34100 1909.94667 2050.74900 2188.46467 2265.33800 2354.22600
   1.03691 1797.34800 1909.93300 2050.73000 2188.44433 2265.30400 2354.19400
   1.03708 1797.35500 1909.92000 2050.71100 2188.42433 2265.26900 2354.16267
   1.03724 1797.36200 1909.90667 2050.69200 2188.40333 2265.23400 2354.13100
   1.03741 1797.37000 1909.89367 2050.67400 2188.38300 2265.19800 2354.09900
   1.03757 1797.37700 1909.88033 2050.65500 2188.36300 2265.16300 2354.06767
   1.03774 1797.38500 1909.86767 2050.63700 2188.34300 2265.12900 2354.03600
   1.03791 1797.39200 1909.85467 2050.61800 2188.32233 2265.09300 2354.00467
   1.03807 1797.40000 1909.84167 2050.60000 2188.30200 2265.05800 2353.97267
   1.03824 1797.40800 1909.82867 2050.58100 2188.28167 2265.02300 2353.94100
   1.03840 1797.41500 1909.81567 2050.56300 2188.26133 2264.98800 2353.90967
   1.03857 1797.42300 1909.80333 2050.54400 2188.24100 2264.95300 2353.87767
   1.03873 1797.43100 1909.79033 2050.52600 2188.22067 2264.91700 2353.84567
   1.03890 1797.43900 1909.77733 2050.50800 2188.20033 2264.88200 2353.81367
   1.03907 1797.44700 1909.76500 2050.49000 2188.17967 2264.84600 2353.78167
   1.03923 1797.45500 1909.75233 2050.47100 2188.15900 2264.81100 2353.74967
   1.03940 1797.46300 1909.73933 2050.45300 2188.13867 2264.77500 2353.71767
   1.03956 1797.47100 1909.72733 2050.43500 2188.11833 2264.74000 2353.68567
   1.03973 1797.47900 1909.71433 2050.41600 2188.09733 2264.70400 2353.65367
   1.03990 1797.48800 1909.70200 2050.39800 2188.07667 2264.66800 2353.62167
   1.04006 1797.49600 1909.68933 2050.38000 2188.05633 2264.63200 2353.58967
   1.04023 1797.50400 1909.67700 2050.36200 2188.03533 2264.59600 2353.55767
   1.04039 1797.51300 1909.66433 2050.34400 2188.01467 2264.56000 2353.52567
   1.04056 1797.52100 1909.65200 2050.32500 2187.99400 2264.52400 2353.49367
   1.04073 1797.52900 1909.63933 2050.30700 2187.97300 2264.48700 2353.46133
   1.04089 1797.53800 1909.62700 2050.28900 2187.95233 2264.45100 2353.42867
   1.04106 1797.54600 1909.61467 2050.27100 2187.93100 2264.41500 2353.39667
   1.04123 1797.55500 1909.60200 2050.25200 2187.91033 2264.37800 2353.36433
   1.04139 1797.56400 1909.58967 2050.23400 2187.88900 2264.34200 2353.33167
   1.04156 1797.57200 1909.57700 2050.21600 2187.86800 2264.30500 2353.29933
   1.04172 1797.58100 1909.56467 2050.19800 2187.84667 2264.26800 2353.26733
   1.04189 1797.59000 1909.55200 2050.17900 2187.82567 2264.23100 2353.23467
   1.04206 1797.59800 1909.54000 2050.16100 2187.80433 2264.19400 2353.20233
   1.04222 1797.60700 1909.52733 2050.14300 2187.78267 2264.15700 2353.16933
   1.04239 1797.61600 1909.51600 2050.12600 2187.76300 2264.12200 2353.13833
   1.04256 1797.62600 1909.50600 2050.11000 2187.74400 2264.08800 2353.10833
   1.04272 1797.63600 1909.49533 2050.09400 2187.72500 2264.05400 2353.07767
   1.04289 1797.64600 1909.48500 2050.07800 2187.70600 2264.02000 2353.04767
   1.04306 1797.65600 1909.47500 2050.06200 2187.68700 2263.98600 2353.01767
   1.04322 1797.66500 1909.46467 2050.04600 2187.66800 2263.95200 2352.98700
   1.04339 1797.67500 1909.45433 2050.03000 2187.64867 2263.91800 2352.95700
   1.04356 1797.68500 1909.44400 2050.01500 2187.62967 2263.88400 2352.92700
   1.04372 1797.69500 1909.43367 2049.99800 2187.61033 2263.84900 2352.89633
   1.04389 1797.70500 1909.42300 2049.98200 2187.59100 2263.81500 2352.86600
   1.04405 1797.71500 1909.41300 2049.96600 2187.57133 2263.78000 2352.83533
   1.04422 1797.72500 1909.40267 2049.95000 2187.55200 2263.74600 2352.80533
   1.04439 1797.73500 1909.39200 2049.93400 2187.53200 2263.71100 2352.77467
   1.04455 1797.74500 1909.38167 2049.91800 2187.51233 2263.67600 2352.74433
   1.04472 1797.75500 1909.37100 2049.90200 2187.49267 2263.64100 2352.71367
   1.04489 1797.76600 1909.36067 2049.88500 2187.47233 2263.60600 2352.68367
   1.04506 1797.77600 1909.35000 2049.86900 2187.45267 2263.57100 2352.65267
   1.04522 1797.78600 1909.33933 2049.85200 2187.43267 2263.53600 2352.62200
   1.04539 1797.79600 1909.32867 2049.83600 2187.41267 2263.50100 2352.59167
   1.04556 1797.80600 1909.31833 2049.81900 2187.39267 2263.46600 2352.56100
   1.04572 1797.81600 1909.30733 2049.80300 2187.37200 2263.43000 2352.53000
   1.04589 1797.82600 1909.29633 2049.78600 2187.35167 2263.39500 2352.49933
   1.04606 1797.83700 1909.28600 2049.76900 2187.33100 2263.36000 2352.46900
   1.04622 1797.84700 1909.27533 2049.75200 2187.31033 2263.32400 2352.43833
   1.04639 1797.85700 1909.26433 2049.73600 2187.29000 2263.28800 2352.40733
   1.04656 1797.86700 1909.25333 2049.71900 2187.26933 2263.25300 2352.37667
   1.04673 1797.87800 1909.24233 2049.70200 2187.24833 2263.21700 2352.34567
   1.04689 1797.88800 1909.23133 2049.68500 2187.22733 2263.18100 2352.31467
   1.04706 1797.89800 1909.22033 2049.66700 2187.20600 2263.14500 2352.28467
   1.04723 1797.90900 1909.21067 2049.65100 2187.18633 2263.11100 2352.25467
   1.04739 1797.92000 1909.20067 2049.63600 2187.16700 2263.07700 2352.22500
   1.04756 1797.93100 1909.19067 2049.62000 2187.14733 2263.04300 2352.19600
   1.04773 1797.94100 1909.18067 2049.60400 2187.12767 2263.00900 2352.16633
   1.04790 1797.95200 1909.17100 2049.58800 2187.10767 2262.97500 2352.13733
   1.04806 1797.96300 1909.16100 2049.57200 2187.08767 2262.94100 2352.10767
   1.04823 1797.97400 1909.15100 2049.55600 2187.06800 2262.90700 2352.07867
   1.04840 1797.98500 1909.14067 2049.54000 2187.04800 2262.87300 2352.04900
   1.04857 1797.99600 1909.13067 2049.52400 2187.02733 2262.83900 2352.02000
   1.04873 1798.00700 1909.12033 2049.50700 2187.00767 2262.80400 2351.99033
   1.04890 1798.01700 1909.10967 2049.49100 2186.98700 2262.77000 2351.96133
   1.04907 1798.02800 1909.09967 2049.47400 2186.96667 2262.73600 2351.93167
   1.04924 1798.03900 1909.08900 2049.45800 2186.94633 2262.70100 2351.90267
   1.04940 1798.05000 1909.07833 2049.44100 2186.92533 2262.66700 2351.87267
   1.04957 1798.06100 1909.06800 2049.42400 2186.90467 2262.63200 2351.84300
   1.04974 1798.07200 1909.05700 2049.40700 2186.88400 2262.59700 2351.81400
   1.04991 1798.08200 1909.04633 2049.39000 2186.86300 2262.56300 2351.78433
   1.05007 1798.09300 1909.03533 2049.37300 2186.84200 2262.52800 2351.75467
   1.05024 1798.10400 1909.02433 2049.35500 2186.82100 2262.49300 2351.72467
   1.05041 1798.11500 1909.01333 2049.33800 2186.79967 2262.45900 2351.69567
   1.05058 1798.12500 1909.00233 2049.32000 2186.77833 2262.42400 2351.66600
   1.05075 1798.13600 1908.99100 2049.30300 2186.75700 2262.38900 2351.63633
   1.05091 1798.14700 1908.97967 2049.28500 2186.73567 2262.35400 2351.60633
   1.05108 1798.15700 1908.96800 2049.26700 2186.71400 2262.32000 2351.57733
   1.05125 1798.16800 1908.95667 2049.24900 2186.69267 2262.28500 2351.54767
   1.05142 1798.17900 1908.94500 2049.23100 2186.67067 2262.25000 2351.51767
   1.05158 1798.18900 1908.93333 2049.21300 2186.64867 2262.21500 2351.48800
   1.05175 1798.20000 1908.92133 2049.19400 2186.62700 2262.18000 2351.45800
   1.05192 1798.21000 1908.90967 2049.17600 2186.60500 2262.14500 2351.42833
   1.05209 1798.22000 1908.89500 2049.15400 2186.57967 2262.10600 2351.39600
   1.05226 1798.22800 1908.87767 2049.12900 2186.55133 2262.06300 2351.36033
   1.05242 1798.23600 1908.86033 2049.10500 2186.52267 2262.02000 2351.32500
   1.05259 1798.24400 1908.84267 2049.07900 2186.49433 2261.97700 2351.28900
   1.05276 1798.25200 1908.82500 2049.05400 2186.46567 2261.93400 2351.25300
   1.05293 1798.26000 1908.80767 2049.02900 2186.43733 2261.89100 2351.21800
   1.05310 1798.26800 1908.79000 2049.00400 2186.40833 2261.84800 2351.18200
   1.05326 1798.27600 1908.77200 2048.97800 2186.37933 2261.80500 2351.14667
   1.05343 1798.28400 1908.75400 2048.95300 2186.35067 2261.76200 2351.11067
   1.05360 1798.29200 1908.73567 2048.92700 2186.32167 2261.71900 2351.07467
   1.05377 1798.30000 1908.71733 2048.90100 2186.29267 2261.67600 2351.03933
   1.05394 1798.30800 1908.69933 2048.87500 2186.26367 2261.63300 2351.00333
