-dhs 0.80
-a 1.0 5.0
0.87 c 0.13
       lam   pyroxene    olivine  enstatite forsterite     silica     quartz
   1.15123 1800.36400 1898.79233 2035.11900 2172.13533 2239.75300 2330.60233
   1.15142 1800.36300 1898.76867 2035.08700 2172.10200 2239.70600 2330.55600
   1.15160 1800.36100 1898.74467 2035.05400 2172.06933 2239.65800 2330.50900
   1.15178 1800.36000 1898.72067 2035.02100 2172.03600 2239.61100 2330.46233
   1.15197 1800.35800 1898.69667 2034.98900 2172.00300 2239.56300 2330.41533
   1.15215 1800.35700 1898.67267 2034.95600 2171.97000 2239.51600 2330.36900
   1.15234 1800.35500 1898.64833 2034.92300 2171.93733 2239.46900 2330.32200
   1.15252 1800.35300 1898.62433 2034.89100 2171.90400 2239.42200 2330.27500
   1.15270 1800.35200 1898.60033 2034.85800 2171.87133 2239.37500 2330.22833
   1.15289 1800.35000 1898.57633 2034.82500 2171.83833 2239.32800 2330.18133
   1.15307 1800.34800 1898.55233 2034.79200 2171.80567 2239.28100 2330.13433
   1.15326 1800.34600 1898.52833 2034.76000 2171.77267 2239.23400 2330.08767
   1.15344 1800.34400 1898.50400 2034.72700 2171.74033 2239.18700 2330.04067
   1.15362 1800.34300 1898.48067 2034.69600 2171.70900 2239.14200 2329.99467
   1.15381 1800.34200 1898.45833 2034.66500 2171.67833 2239.09800 2329.94933
   1.15399 1800.34100 1898.43533 2034.63400 2171.64800 2239.05300 2329.90433
   1.15418 1800.33900 1898.41300 2034.60300 2171.61733 2239.00900 2329.85900
   1.15436 1800.33800 1898.39033 2034.57200 2171.58667 2238.96500 2329.81400
   1.15455 1800.33600 1898.36800 2034.54200 2171.55633 2238.92100 2329.76867
   1.15473 1800.33500 1898.34500 2034.51100 2171.52600 2238.87800 2329.72367
   1.15491 1800.33400 1898.32300 2034.48000 2171.49567 2238.83400 2329.67767
   1.15510 1800.33200 1898.30000 2034.44900 2171.46600 2238.79000 2329.63233
   1.15528 1800.33000 1898.27767 2034.41900 2171.43567 2238.74600 2329.58733
   1.15547 1800.32900 1898.25500 2034.38800 2171.40533 2238.70300 2329.54133
   1.15565 1800.32700 1898.23267 2034.35700 2171.37567 2238.65900 2329.49600
   1.15584 1800.32600 1898.21000 2034.32700 2171.34567 2238.61600 2329.45067
   1.15602 1800.32400 1898.18767 2034.29600 2171.31567 2238.57200 2329.40467
   1.15621 1800.32200 1898.16500 2034.26600 2171.28633 2238.52900 2329.35967
   1.15639 1800.32000 1898.14267 2034.23500 2171.25633 2238.48600 2329.31367
   1.15657 1800.31900 1898.12000 2034.20500 2171.22667 2238.44200 2329.26833
   1.15676 1800.31700 1898.09767 2034.17400 2171.19700 2238.39900 2329.22200
   1.15694 1800.31500 1898.07500 2034.14400 2171.16767 2238.35600 2329.17600
   1.15713 1800.31300 1898.05300 2034.11400 2171.13833 2238.31300 2329.13067
   1.15731 1800.31100 1898.03067 2034.08300 2171.10900 2238.27000 2329.08467
   1.15750 1800.30900 1898.00833 2034.05300 2171.07967 2238.22700 2329.03867
   1.15768 1800.30700 1897.98567 2034.02300 2171.05100 2238.18400 2328.99333
   1.15787 1800.30500 1897.96367 2033.99300 2171.02167 2238.14100 2328.94700
   1.15805 1800.30300 1897.94167 2033.96300 2170.99267 2238.09800 2328.90100
   1.15824 1800.30100 1897.91933 2033.93300 2170.96400 2238.05500 2328.85500
   1.15842 1800.29900 1897.89733 2033.90300 2170.93533 2238.01300 2328.80867
   1.15861 1800.29700 1897.87533 2033.87300 2170.90633 2237.97000 2328.76267
   1.15879 1800.29500 1897.85333 2033.84400 2170.87767 2237.92700 2328.71633
   1.15898 1800.29400 1897.83433 2033.81700 2170.85267 2237.88900 2328.67333
   1.15916 1800.29300 1897.81533 2033.79100 2170.82800 2237.85100 2328.63033
   1.15935 1800.29200 1897.79667 2033.76500 2170.80300 2237.81300 2328.58733
   1.15953 1800.29100 1897.77800 2033.73900 2170.77867 2237.77500 2328.54433
   1.15972 1800.29000 1897.75933 2033.71400 2170.75367 2237.73700 2328.50200
   1.15990 1800.28900 1897.74033 2033.68800 2170.72933 2237.69900 2328.45900
   1.16009 1800.28900 1897.72233 2033.66200 2170.70500 2237.66200 2328.41533
   1.16027 1800.28800 1897.70367 2033.63700 2170.68100 2237.62400 2328.37200
   1.16046 1800.28700 1897.68500 2033.61100 2170.65667 2237.58600 2328.32900
   1.16064 1800.28600 1897.66700 2033.58600 2170.63267 2237.54800 2328.28600
   1.16083 1800.28500 1897.64900 2033.56100 2170.60833 2237.51000 2328.24267
   1.16102 1800.28400 1897.63067 2033.53600 2170.58467 2237.47300 2328.19967
   1.16120 1800.28300 1897.61267 2033.51100 2170.56067 2237.43500 2328.15567
   1.16139 1800.28200 1897.59467 2033.48600 2170.53733 2237.39700 2328.11267
   1.16157 1800.28100 1897.57667 2033.46100 2170.51367 2237.36000 2328.06933
   1.16176 1800.28000 1897.55867 2033.43600 2170.49000 2237.32200 2328.02567
   1.16194 1800.28000 1897.54133 2033.41200 2170.46667 2237.28400 2327.98233
   1.16213 1800.27900 1897.52333 2033.38700 2170.44333 2237.24700 2327.93833
   1.16231 1800.27800 1897.50567 2033.36300 2170.42000 2237.20900 2327.89433
   1.16250 1800.27700 1897.48867 2033.33900 2170.39700 2237.17200 2327.85133
   1.16269 1800.27600 1897.47100 2033.31500 2170.37400 2237.13400 2327.80733
   1.16287 1800.27600 1897.45400 2033.29100 2170.35100 2237.09600 2327.76333
   1.16306 1800.27500 1897.43633 2033.26700 2170.32800 2237.05900 2327.72000
   1.16324 1800.27400 1897.41933 2033.24300 2170.30533 2237.02100 2327.67600
   1.16343 1800.27300 1897.40300 2033.21900 2170.28267 2236.98300 2327.63167
   1.16361 1800.27300 1897.38600 2033.19600 2170.26033 2236.94600 2327.58767
   1.16380 1800.27200 1897.36900 2033.17200 2170.23767 2236.90800 2327.54367
   1.16399 1800.27200 1897.35233 2033.14900 2170.21500 2236.87000 2327.49967
   1.16417 1800.27100 1897.33567 2033.12600 2170.19267 2236.83200 2327.45467
   1.16436 1800.27000 1897.31833 2033.10200 2170.16933 2236.79300 2327.40967
   1.16454 1800.27000 1897.30100 2033.07800 2170.14633 2236.75400 2327.36433
   1.16473 1800.26900 1897.28400 2033.05400 2170.12300 2236.71500 2327.31900
   1.16492 1800.26800 1897.26700 2033.03000 2170.10033 2236.67600 2327.27400
   1.16510 1800.26800 1897.25033 2033.00700 2170.07733 2236.63700 2327.22867
   1.16529 1800.26800 1897.23367 2032.98300 2170.05433 2236.59800 2327.18300
   1.16547 1800.26700 1897.21667 2032.96000 2170.03233 2236.55800 2327.13767
   1.16566 1800.26700 1897.20067 2032.93700 2170.00933 2236.51900 2327.09233
   1.16585 1800.26600 1897.18400 2032.91400 2169.98667 2236.48000 2327.04633
   1.16603 1800.26600 1897.16767 2032.89100 2169.96433 2236.44000 2327.00100
   1.16622 1800.26600 1897.15133 2032.86800 2169.94167 2236.40100 2326.95500
   1.16640 1800.26600 1897.13533 2032.84500 2169.91933 2236.36100 2326.90900
   1.16659 1800.26600 1897.11933 2032.82200 2169.89700 2236.32200 2326.86367
   1.16678 1800.26600 1897.10367 2032.80000 2169.87500 2236.28200 2326.81767
   1.16696 1800.26500 1897.08800 2032.77800 2169.85233 2236.24200 2326.77167
   1.16715 1800.26600 1897.07200 2032.75500 2169.83033 2236.20300 2326.72633
   1.16734 1800.26600 1897.05633 2032.73300 2169.80800 2236.16300 2326.68000
   1.16752 1800.26600 1897.04067 2032.71100 2169.78567 2236.12300 2326.63400
   1.16771 1800.26600 1897.02567 2032.68900 2169.76367 2236.08300 2326.58767
   1.16790 1800.26600 1897.01000 2032.66700 2169.74200 2236.04300 2326.54167
   1.16808 1800.26700 1896.99500 2032.64500 2169.72000 2236.00200 2326.49533
   1.16827 1800.26700 1896.98000 2032.62400 2169.69767 2235.96200 2326.44933
   1.16846 1800.26700 1896.96500 2032.60200 2169.67567 2235.92100 2326.40233
   1.16864 1800.26800 1896.95000 2032.58100 2169.65367 2235.88100 2326.35633
   1.16883 1800.26900 1896.93500 2032.55900 2169.63167 2235.84000 2326.31000
   1.16901 1800.26900 1896.92067 2032.53800 2169.61000 2235.79900 2326.26367
   1.16920 1800.27000 1896.90567 2032.51700 2169.58833 2235.75900 2326.21667
   1.16939 1800.27100 1896.89133 2032.49600 2169.56600 2235.71800 2326.17033
   1.16958 1800.27100 1896.87633 2032.47400 2169.54367 2235.67600 2326.12333
   1.16976 1800.27200 1896.86033 2032.45200 2169.52033 2235.63300 2326.07500
   1.16995 1800.27200 1896.84533 2032.42900 2169.49667 2235.58900 2326.02700
   1.17014 1800.27300 1896.82933 2032.40700 2169.47333 2235.54600 2325.97867
   1.17032 1800.27400 1896.81400 2032.38500 2169.45000 2235.50300 2325.93033
   1.17051 1800.27500 1896.79867 2032.36200 2169.42633 2235.45900 2325.88200
   1.17070 1800.27500 1896.78367 2032.34000 2169.40267 2235.41500 2325.83400
   1.17088 1800.27600 1896.76800 2032.31800 2169.37933 2235.37100 2325.78500
   1.17107 1800.27700 1896.75300 2032.29600 2169.35567 2235.32700 2325.73667
   1.17126 1800.27800 1896.73800 2032.27400 2169.33233 2235.28300 2325.68833
   1.17144 1800.27900 1896.72300 2032.25200 2169.30867 2235.23900 2325.64000
   1.17163 1800.28100 1896.70800 2032.23000 2169.28533 2235.19500 2325.59100
   1.17182 1800.28200 1896.69300 2032.20900 2169.26133 2235.15000 2325.54267
   1.17200 1800.28300 1896.67833 2032.18700 2169.23800 2235.10500 2325.49367
   1.17219 1800.28400 1896.66333 2032.16500 2169.21367 2235.06100 2325.44500
   1.17238 1800.28600 1896.64833 2032.14300 2169.19033 2235.01600 2325.39600
   1.17257 1800.28700 1896.63367 2032.12200 2169.16633 2234.97100 2325.34767
   1.17275 1800.28900 1896.61900 2032.10000 2169.14233 2234.92500 2325.29867
   1.17294 1800.29000 1896.60433 2032.07800 2169.11833 2234.88000 2325.24933
   1.17313 1800.29200 1896.59000 2032.05700 2169.09467 2234.83500 2325.20100
   1.17332 1800.29400 1896.57533 2032.03500 2169.07033 2234.78900 2325.15167
   1.17350 1800.29600 1896.56100 2032.01400 2169.04600 2234.74300 2325.10267
   1.17369 1800.29700 1896.54600 2031.99200 2169.02233 2234.69700 2325.05333
   1.17388 1800.29900 1896.53200 2031.97100 2168.99800 2234.65100 2325.00433
   1.17407 1800.30100 1896.51700 2031.94900 2168.97333 2234.60500 2324.95567
   1.17425 1800.30300 1896.50300 2031.92800 2168.94867 2234.55900 2324.90667
   1.17444 1800.30500 1896.48900 2031.90600 2168.92500 2234.51200 2324.85733
   1.17463 1800.30700 1896.47400 2031.88500 2168.90033 2234.46600 2324.80800
   1.17482 1800.31000 1896.46000 2031.86300 2168.87567 2234.41900 2324.75900
   1.17500 1800.31200 1896.44700 2031.84300 2168.85200 2234.37400 2324.71100
   1.17519 1800.31600 1896.43500 2031.82500 2168.83033 2234.33100 2324.66467
   1.17538 1800.31900 1896.42300 2031.80600 2168.80867 2234.28800 2324.61767
   1.17557 1800.32200 1896.41167 2031.78800 2168.78633 2234.24400 2324.57167
   1.17575 1800.32600 1896.40000 2031.76900 2168.76433 2234.20100 2324.52533
   1.17594 1800.32900 1896.38800 2031.75000 2168.74200 2234.15700 2324.47833
   1.17613 1800.33300 1896.37600 2031.73200 2168.71933 2234.11300 2324.43200
   1.17632 1800.33600 1896.36433 2031.71300 2168.69733 2234.06900 2324.38500
   1.17650 1800.34000 1896.35267 2031.69400 2168.67467 2234.02500 2324.33867
   1.17669 1800.34300 1896.34100 2031.67500 2168.65200 2233.98000 2324.29200
   1.17688 1800.34700 1896.32900 2031.65700 2168.62900 2233.93600 2324.24567
   1.17707 1800.35100 1896.31733 2031.63800 2168.60633 2233.89100 2324.19867
   1.17726 1800.35400 1896.30533 2031.61900 2168.58300 2233.84700 2324.15233
   1.17745 1800.35800 1896.29333 2031.60000 2168.56033 2233.80200 2324.10533
   1.17763 1800.36200 1896.28133 2031.58100 2168.53700 2233.75700 2324.05833
   1.17782 1800.36600 1896.26933 2031.56200 2168.51400 2233.71200 2324.01133
   1.17801 1800.37000 1896.25767 2031.54300 2168.49033 2233.66700 2323.96467
   1.17820 1800.37400 1896.24567 2031.52300 2168.46700 2233.62100 2323.91767
   1.17839 1800.37800 1896.23367 2031.50400 2168.44300 2233.57600 2323.87067
   1.17857 1800.38200 1896.22167 2031.48500 2168.41933 2233.53100 2323.82367
   1.17876 1800.38600 1896.20967 2031.46600 2168.39567 2233.48500 2323.77733
   1.17895 1800.39000 1896.19733 2031.44600 2168.37167 2233.43900 2323.73033
   1.17914 1800.39400 1896.18533 2031.42700 2168.34733 2233.39300 2323.68300
   1.17933 1800.39800 1896.17333 2031.40700 2168.32300 2233.34700 2323.63600
   1.17952 1800.40200 1896.16067 2031.38700 2168.29900 2233.30100 2323.58900
   1.17970 1800.40600 1896.14833 2031.36800 2168.27433 2233.25500 2323.54200
   1.17989 1800.41000 1896.13633 2031.34800 2168.24967 2233.20900 2323.49467
   1.18008 1800.41400 1896.12367 2031.32800 2168.22500 2233.16200 2323.44767
   1.18027 1800.41800 1896.11133 2031.30800 2168.19967 2233.11600 2323.40033
   1.18046 1800.42300 1896.10000 2031.28900 2168.17667 2233.07100 2323.35533
   1.18065 1800.42800 1896.08900 2031.27100 2168.15333 2233.02700 2323.30933
   1.18083 1800.43300 1896.07800 2031.25300 2168.13033 2232.98300 2323.26433
   1.18102 1800.43800 1896.06700 2031.23400 2168.10633 2232.93800 2323.21933
   1.18121 1800.44300 1896.05600 2031.21600 2168.08333 2232.89400 2323.17400
   1.18140 1800.44800 1896.04467 2031.19700 2168.05933 2232.84900 2323.12833
   1.18159 1800.45300 1896.03367 2031.17900 2168.03567 2232.80400 2323.08300
   1.18178 1800.45800 1896.02233 2031.16000 2168.01167 2232.76000 2323.03800
   1.18197 1800.46300 1896.01100 2031.14100 2167.98733 2232.71500 2322.99200
   1.18216 1800.46800 1895.99967 2031.12200 2167.96367 2232.67000 2322.94700
   1.18234 1800.47300 1895.98833 2031.10300 2167.93933 2232.62500 2322.90167
   1.18253 1800.47800 1895.97633 2031.08300 2167.91500 2232.57900 2322.85600
   1.18272 1800.48300 1895.96467 2031.06400 2167.89033 2232.53400 2322.81067
   1.18291 1800.48800 1895.95333 2031.04500 2167.86567 2232.48900 2322.76500
   1.18310 1800.49300 1895.94167 2031.02500 2167.84067 2232.44400 2322.71967
   1.18329 1800.49800 1895.92933 2031.00500 2167.81567 2232.39800 2322.67400
   1.18348 1800.50300 1895.91733 2030.98600 2167.79067 2232.35300 2322.62867
   1.18367 1800.50800 1895.90533 2030.96600 2167.76567 2232.30700 2322.58267
   1.18386 1800.51300 1895.89300 2030.94600 2167.74033 2232.26100 2322.53767
   1.18404 1800.51800 1895.88067 2030.92500 2167.71500 2232.21500 2322.49167
   1.18423 1800.52300 1895.86867 2030.90500 2167.68933 2232.17000 2322.44633
   1.18442 1800.52800 1895.85600 2030.88500 2167.66333 2232.12400 2322.40067
   1.18461 1800.53300 1895.84333 2030.86400 2167.63767 2232.07800 2322.35533
   1.18480 1800.53800 1895.83100 2030.84300 2167.61133 2232.03200 2322.30933
   1.18499 1800.54300 1895.81833 2030.82300 2167.58567 2231.98600 2322.26433
   1.18518 1800.54800 1895.80533 2030.80200 2167.55967 2231.93900 2322.21833
   1.18537 1800.55300 1895.79267 2030.78000 2167.53300 2231.89300 2322.17300
   1.18556 1800.55800 1895.77933 2030.75900 2167.50667 2231.84700 2322.12700
   1.18575 1800.56300 1895.76633 2030.73800 2167.48033 2231.80100 2322.08133
   1.18594 1800.56700 1895.75167 2030.71500 2167.45200 2231.75300 2322.03433
   1.18613 1800.57100 1895.73667 2030.69200 2167.42300 2231.70400 2321.98700
   1.18632 1800.57500 1895.72200 2030.66800 2167.39467 2231.65500 2321.93967
   1.18650 1800.57900 1895.70700 2030.64400 2167.36567 2231.60600 2321.89200
   1.18669 1800.58300 1895.69167 2030.62100 2167.33667 2231.55700 2321.84467
   1.18688 1800.58700 1895.67633 2030.59700 2167.30767 2231.50800 2321.79733
   1.18707 1800.59100 1895.66100 2030.57300 2167.27800 2231.45900 2321.74967
   1.18726 1800.59500 1895.64500 2030.54800 2167.24867 2231.41000 2321.70233
   1.18745 1800.59900 1895.62967 2030.52400 2167.21933 2231.36100 2321.65433
   1.18764 1800.60300 1895.61400 2030.49900 2167.19000 2231.31200 2321.60700
   1.18783 1800.60700 1895.59767 2030.47500 2167.15967 2231.26300 2321.56000
   1.18802 1800.61100 1895.58167 2030.45000 2167.13000 2231.21300 2321.51200
   1.18821 1800.61500 1895.56567 2030.42500 2167.09967 2231.16400 2321.46467
   1.18840 1800.61900 1895.54933 2030.40000 2167.07000 2231.11500 2321.41700
   1.18859 1800.62200 1895.53300 2030.37400 2167.03967 2231.06500 2321.36967
   1.18878 1800.62600 1895.51667 2030.34900 2167.00933 2231.01600 2321.32167
   1.18897 1800.63000 1895.50000 2030.32400 2166.97900 2230.96700 2321.27433
   1.18916 1800.63400 1895.48300 2030.29800 2166.94833 2230.91700 2321.22733
   1.18935 1800.63800 1895.46633 2030.27200 2166.91800 2230.86800 2321.17933
   1.18954 1800.64100 1895.44933 2030.24600 2166.88700 2230.81800 2321.13200
   1.18973 1800.64500 1895.43233 2030.22000 2166.85633 2230.76900 2321.08400
   1.18992 1800.64900 1895.41467 2030.19300 2166.82567 2230.72000 2321.03700
   1.19011 1800.65200 1895.39733 2030.16700 2166.79467 2230.67000 2320.98900
   1.19030 1800.65600 1895.38000 2030.14000 2166.76333 2230.62100 2320.94167
   1.19049 1800.65900 1895.36267 2030.11400 2166.73200 2230.57100 2320.89367
   1.19068 1800.66300 1895.34467 2030.08700 2166.70100 2230.52100 2320.84667
   1.19087 1800.66600 1895.32700 2030.06000 2166.66933 2230.47200 2320.79867
   1.19106 1800.67000 1895.30900 2030.03200 2166.63800 2230.42200 2320.75133
   1.19125 1800.67300 1895.29033 2030.00500 2166.60600 2230.37200 2320.70333
   1.19144 1800.67600 1895.27100 2029.97600 2166.57333 2230.32100 2320.65433
   1.19163 1800.67900 1895.25167 2029.94700 2166.54033 2230.27000 2320.60600
   1.19182 1800.68200 1895.23167 2029.91800 2166.50733 2230.21900 2320.55700
   1.19201 1800.68400 1895.21200 2029.88900 2166.47367 2230.16800 2320.50767
   1.19220 1800.68700 1895.19200 2029.86000 2166.44067 2230.11700 2320.45933
   1.19239 1800.69000 1895.17167 2029.83000 2166.40700 2230.06600 2320.41033
   1.19258 1800.69200 1895.15200 2029.80000 2166.37400 2230.01400 2320.36133
   1.19277 1800.69500 1895.13167 2029.77100 2166.34033 2229.96300 2320.31233
   1.19296 1800.69700 1895.11100 2029.74100 2166.30667 2229.91200 2320.26400
   1.19315 1800.70000 1895.09033 2029.71100 2166.27300 2229.86100 2320.21500
   1.19334 1800.70200 1895.07000 2029.68000 2166.23933 2229.81000 2320.16600
   1.19354 1800.70400 1895.04900 2029.65000 2166.20600 2229.75900 2320.11767
   1.19372 1800.70700 1895.02833 2029.62000 2166.17200 2229.70800 2320.06833
   1.19392 1800.70900 1895.00733 2029.58900 2166.13800 2229.65700 2320.01933
   1.19411 1800.71100 1894.98567 2029.55800 2166.10433 2229.60600 2319.97100
   1.19430 1800.71300 1894.96467 2029.52700 2166.07033 2229.55500 2319.92200
   1.19449 1800.71600 1894.94300 2029.49600 2166.03667 2229.50500 2319.87300
   1.19468 1800.71800 1894.92167 2029.46500 2166.00233 2229.45400 2319.82400
   1.19487 1800.72000 1894.90000 2029.43400 2165.96833 2229.40300 2319.77567
   1.19506 1800.72100 1894.87800 2029.40300 2165.93467 2229.35200 2319.72667
   1.19525 1800.72300 1894.85633 2029.37100 2165.90033 2229.30200 2319.67733
   1.19544 1800.72500 1894.83400 2029.34000 2165.86633 2229.25100 2319.62900
   1.19563 1800.72700 1894.81200 2029.30800 2165.83200 2229.20000 2319.58000
   1.19582 1800.72900 1894.78967 2029.27600 2165.79767 2229.15000 2319.53100
   1.19602 1800.73000 1894.76733 2029.24400 2165.76367 2229.09900 2319.48200
   1.19621 1800.73200 1894.74467 2029.21200 2165.72900 2229.04900 2319.43367
   1.19640 1800.73300 1894.72233 2029.18000 2165.69467 2228.99800 2319.38467
   1.19659 1800.73500 1894.69967 2029.14800 2165.66067 2228.94800 2319.33567
   1.19678 1800.73600 1894.67667 2029.11600 2165.62667 2228.89800 2319.28733
   1.19697 1800.73800 1894.65467 2029.08400 2165.59367 2228.84900 2319.23900
   1.19716 1800.74000 1894.63200 2029.05200 2165.56000 2228.80000 2319.19100
   1.19735 1800.74200 1894.60967 2029.02000 2165.52667 2228.75100 2319.14300
   1.19754 1800.74400 1894.58700 2028.98800 2165.49300 2228.70200 2319.09467
   1.19773 1800.74600 1894.56467 2028.95600 2165.46000 2228.65300 2319.04667
   1.19793 1800.74700 1894.54167 2028.92400 2165.42667 2228.60400 2318.99833
   1.19812 1800.74900 1894.51900 2028.89200 2165.39300 2228.55500 2318.95033
   1.19831 1800.75100 1894.49600 2028.86000 2165.36000 2228.50600 2318.90233
   1.19850 1800.75200 1894.47300 2028.82700 2165.32633 2228.45800 2318.85333
   1.19869 1800.75400 1894.45000 2028.79500 2165.29367 2228.40900 2318.80533
   1.19888 1800.75500 1894.42700 2028.76200 2165.26033 2228.36100 2318.75700
   1.19907 1800.75600 1894.40333 2028.73000 2165.22667 2228.31200 2318.70900
   1.19927 1800.75700 1894.38033 2028.69700 2165.19400 2228.26400 2318.66100
   1.19946 1800.75900 1894.35733 2028.66500 2165.16067 2228.21500 2318.61267
   1.19965 1800.76000 1894.33333 2028.63200 2165.12800 2228.16700 2318.56467
   1.19984 1800.76100 1894.31033 2028.60000 2165.09467 2228.11900 2318.51633
   1.20003 1800.76100 1894.28667 2028.56800 2165.06200 2228.07100 2318.46833
   1.20022 1800.75600 1894.26267 2028.53900 2165.02900 2228.02300 2318.42000
   1.20042 1800.75200 1894.23967 2028.50900 2164.99600 2227.97500 2318.37133
   1.20061 1800.74800 1894.21567 2028.48000 2164.96333 2227.92700 2318.32300
   1.20080 1800.74300 1894.19167 2028.45100 2164.93033 2227.87900 2318.27500
   1.20099 1800.73900 1894.16833 2028.42200 2164.89767 2227.83100 2318.22667
   1.20118 1800.73400 1894.14433 2028.39300 2164.86533 2227.78300 2318.17867
   1.20137 1800.72900 1894.12067 2028.36400 2164.83267 2227.73600 2318.13033
   1.20157 1800.72500 1894.09667 2028.33500 2164.80033 2227.68800 2318.08133
   1.20176 1800.72000 1894.07300 2028.30600 2164.76800 2227.64000 2318.03333
   1.20195 1800.71500 1894.04900 2028.27700 2164.73567 2227.59300 2317.98500
   1.20214 1800.71000 1894.02500 2028.24800 2164.70333 2227.54500 2317.93700
   1.20233 1800.70500 1894.00100 2028.21900 2164.67100 2227.49800 2317.88800
   1.20253 1800.69900 1893.97600 2028.18900 2164.63767 2227.44900 2317.83867
   1.20272 1800.69400 1893.95133 2028.15800 2164.60467 2227.40000 2317.78933
   1.20291 1800.68800 1893.92633 2028.12800 2164.57167 2227.35200 2317.73933
   1.20310 1800.68300 1893.90133 2028.09800 2164.53867 2227.30300 2317.69000
   1.20329 1800.67700 1893.87667 2028.06800 2164.50567 2227.25400 2317.64000
   1.20349 1800.67100 1893.85167 2028.03800 2164.47267 2227.20600 2317.59067
   1.20368 1800.66500 1893.82667 2028.00900 2164.44033 2227.15700 2317.54067
   1.20387 1800.65900 1893.80200 2027.97900 2164.40733 2227.10900 2317.49133
   1.20406 1800.65300 1893.77700 2027.94900 2164.37500 2227.06100 2317.44133
   1.20426 1800.64700 1893.75233 2027.91900 2164.34267 2227.01200 2317.39200
   1.20445 1800.64100 1893.72767 2027.89000 2164.31033 2226.96400 2317.34200
   1.20464 1800.63500 1893.70267 2027.86000 2164.27800 2226.91600 2317.29267
   1.20483 1800.62900 1893.67800 2027.83100 2164.24600 2226.86800 2317.24267
   1.20502 1800.62300 1893.65367 2027.80100 2164.21433 2226.81900 2317.19333
   1.20522 1800.61700 1893.62867 2027.77200 2164.18200 2226.77100 2317.14333
   1.20541 1800.61000 1893.60433 2027.74300 2164.15033 2226.72300 2317.09367
   1.20560 1800.60400 1893.57967 2027.71300 2164.11867 2226.67500 2317.04367
   1.20579 1800.59800 1893.55533 2027.68400 2164.08667 2226.62700 2316.99367
   1.20599 1800.59200 1893.53067 2027.65500 2164.05533 2226.57900 2316.94433
   1.20618 1800.58500 1893.50633 2027.62600 2164.02400 2226.53100 2316.89433
   1.20637 1800.57900 1893.48233 2027.59800 2163.99233 2226.48300 2316.84400
   1.20657 1800.57200 1893.45767 2027.56900 2163.96167 2226.43500 2316.79400
   1.20676 1800.56600 1893.43367 2027.54000 2163.93033 2226.38700 2316.74467
   1.20695 1800.55900 1893.40967 2027.51200 2163.89933 2226.33900 2316.69433
   1.20714 1800.55300 1893.38567 2027.48300 2163.86833 2226.29100 2316.64433
   1.20734 1800.54600 1893.36167 2027.45500 2163.83767 2226.24300 2316.59400
   1.20753 1800.54000 1893.33767 2027.42700 2163.80700 2226.19500 2316.54400
   1.20772 1800.53300 1893.31367 2027.39900 2163.77600 2226.14800 2316.49400
   1.20791 1800.52700 1893.29033 2027.37100 2163.74600 2226.10100 2316.44467
   1.20811 1800.52000 1893.26800 2027.34500 2163.71700 2226.05400 2316.39567
   1.20830 1800.51400 1893.24533 2027.31800 2163.68767 2226.00800 2316.34700
   1.20849 1800.50700 1893.22300 2027.29200 2163.65833 2225.96100 2316.29800
   1.20869 1800.50100 1893.20033 2027.26600 2163.62967 2225.91500 2316.24900
   1.20888 1800.49400 1893.17800 2027.23900 2163.60033 2225.86900 2316.20000
   1.20907 1800.48800 1893.15600 2027.21300 2163.57167 2225.82200 2316.15067
   1.20927 1800.48200 1893.13400 2027.18700 2163.54300 2225.77600 2316.10167
   1.20946 1800.47500 1893.11200 2027.16200 2163.51433 2225.72900 2316.05333
   1.20965 1800.46900 1893.08967 2027.13600 2163.48600 2225.68300 2316.00400
   1.20984 1800.46200 1893.06767 2027.11000 2163.45700 2225.63600 2315.95500
   1.21004 1800.45600 1893.04633 2027.08500 2163.42900 2225.59000 2315.90567
   1.21023 1800.44900 1893.02467 2027.06000 2163.40033 2225.54300 2315.85667
   1.21042 1800.44300 1893.00300 2027.03400 2163.37200 2225.49700 2315.80733
   1.21062 1800.43700 1892.98133 2027.00900 2163.34400 2225.45000 2315.75833
   1.21081 1800.43000 1892.96000 2026.98400 2163.31567 2225.40400 2315.70833
   1.21100 1800.42400 1892.93867 2026.95900 2163.28800 2225.35700 2315.65933
   1.21120 1800.41800 1892.91767 2026.93500 2163.26000 2225.31000 2315.61000
   1.21139 1800.41100 1892.89667 2026.91000 2163.23200 2225.26400 2315.56067
   1.21158 1800.40500 1892.87567 2026.88600 2163.20433 2225.21700 2315.51167
   1.21178 1800.39900 1892.85433 2026.86100 2163.17633 2225.17000 2315.46233
   1.21197 1800.39300 1892.83400 2026.83700 2163.14900 2225.12300 2315.41233
   1.21216 1800.38600 1892.81333 2026.81300 2163.12133 2225.07600 2315.36333
   1.21236 1800.38000 1892.79233 2026.78900 2163.09367 2225.02900 2315.31400
   1.21255 1800.37400 1892.77200 2026.76500 2163.06600 2224.98300 2315.26467
   1.21274 1800.36800 1892.75167 2026.74100 2163.03867 2224.93600 2315.21467
   1.21294 1800.36200 1892.73133 2026.71700 2163.01133 2224.88800 2315.16533
   1.21313 1800.35600 1892.71100 2026.69400 2162.98400 2224.84100 2315.11633
   1.21333 1800.35000 1892.69067 2026.67000 2162.95700 2224.79400 2315.06633
   1.21352 1800.34400 1892.67033 2026.64600 2162.92867 2224.74600 2315.01600
