-dhs 0.80
-a 0.1 2.0
0.87 c 0.13
       lam   pyroxene    olivine  enstatite forsterite     silica     quartz
   1.53849 5187.62600 4557.08933 4643.60100 4750.05933 4320.86100 4378.19133
   1.53874 5186.93100 4556.51433 4643.00200 4749.42600 4320.20000 4377.56033
   1.53898 5186.23700 4555.93867 4642.40300 4748.79267 4319.53800 4376.92900
   1.53923 5185.54300 4555.36333 4641.80300 4748.15933 4318.87600 4376.29733
   1.53947 5184.84800 4554.78800 4641.20400 4747.52567 4318.21400 4375.66567
   1.53972 5184.15400 4554.21300 4640.60500 4746.89200 4317.55300 4375.03433
   1.53997 5183.46000 4553.63767 4640.00600 4746.25900 4316.89100 4374.40333
   1.54021 5182.76700 4553.06233 4639.40700 4745.62533 4316.22900 4373.77200
   1.54046 5182.07300 4552.48733 4638.80700 4744.99167 4315.56800 4373.14133
   1.54070 5181.37900 4551.91200 4638.20800 4744.35867 4314.90600 4372.50967
   1.54095 5180.68500 4551.33700 4637.60900 4743.72500 4314.24400 4371.87900
   1.54120 5179.99200 4550.76200 4637.01000 4743.09167 4313.58300 4371.24833
   1.54144 5179.29800 4550.18700 4636.41100 4742.45833 4312.92100 4370.61700
   1.54169 5178.60500 4549.61167 4635.81200 4741.82500 4312.26000 4369.98633
   1.54193 5177.91900 4549.04600 4635.22300 4741.20133 4311.60800 4369.36400
   1.54218 5177.23400 4548.48067 4634.63400 4740.57800 4310.95700 4368.74233
   1.54243 5176.54900 4547.91567 4634.04500 4739.95433 4310.30600 4368.12100
   1.54267 5175.86300 4547.35033 4633.45700 4739.33133 4309.65500 4367.49933
   1.54292 5175.17800 4546.78533 4632.86800 4738.70767 4309.00500 4366.87800
   1.54316 5174.49300 4546.22000 4632.27900 4738.08500 4308.35400 4366.25633
   1.54341 5173.80800 4545.65500 4631.69100 4737.46167 4307.70300 4365.63500
   1.54366 5173.12400 4545.08967 4631.10200 4736.83833 4307.05200 4365.01433
   1.54390 5172.43900 4544.52467 4630.51300 4736.21500 4306.40100 4364.39300
   1.54415 5171.75400 4543.95967 4629.92500 4735.59167 4305.75000 4363.77167
   1.54440 5171.07000 4543.39467 4629.33600 4734.96833 4305.10000 4363.15100
   1.54464 5170.38500 4542.82967 4628.74800 4734.34533 4304.44900 4362.52967
   1.54489 5169.70100 4542.26433 4628.15900 4733.72200 4303.79800 4361.90833
   1.54514 5169.01700 4541.69967 4627.57100 4733.09900 4303.14700 4361.28767
   1.54538 5168.33300 4541.13467 4626.98200 4732.47533 4302.49600 4360.66700
   1.54563 5167.64900 4540.57000 4626.39400 4731.85233 4301.84600 4360.04567
   1.54588 5166.96500 4540.00533 4625.80500 4731.22933 4301.19500 4359.42533
   1.54612 5166.28100 4539.44000 4625.21700 4730.60600 4300.54400 4358.80467
   1.54637 5165.59700 4538.87567 4624.62800 4729.98267 4299.89300 4358.18333
   1.54662 5164.91400 4538.31067 4624.04000 4729.35933 4299.24300 4357.56300
   1.54686 5164.23000 4537.74600 4623.45100 4728.73600 4298.59200 4356.94233
   1.54711 5163.54700 4537.18133 4622.86300 4728.11300 4297.94100 4356.32200
   1.54736 5162.86300 4536.61667 4622.27500 4727.48967 4297.29100 4355.70167
   1.54761 5162.18000 4536.05200 4621.68600 4726.86667 4296.64000 4355.08100
   1.54785 5161.49700 4535.48733 4621.09800 4726.24300 4295.98900 4354.46067
   1.54810 5160.81400 4534.92300 4620.51000 4725.62000 4295.33900 4353.84033
   1.54835 5160.13100 4534.35800 4619.92100 4724.99700 4294.68800 4353.22067
   1.54859 5159.44800 4533.79367 4619.33300 4724.37333 4294.03700 4352.60033
   1.54884 5158.76600 4533.22967 4618.74500 4723.75067 4293.38700 4351.98067
   1.54909 5158.08500 4532.66800 4618.16000 4723.13100 4292.74100 4351.36367
   1.54934 5157.40400 4532.10633 4617.57500 4722.51100 4292.09400 4350.74733
   1.54958 5156.72300 4531.54467 4616.99000 4721.89100 4291.44700 4350.13067
   1.54983 5156.04300 4530.98267 4616.40500 4721.27100 4290.80000 4349.51433
   1.55008 5155.36200 4530.42133 4615.82000 4720.65100 4290.15400 4348.89800
   1.55033 5154.68200 4529.85933 4615.23400 4720.03100 4289.50700 4348.28133
   1.55058 5154.00100 4529.29800 4614.64900 4719.41100 4288.86000 4347.66500
   1.55082 5153.32100 4528.73633 4614.06400 4718.79100 4288.21400 4347.04867
   1.55107 5152.64100 4528.17467 4613.47900 4718.17100 4287.56700 4346.43233
   1.55132 5151.96100 4527.61333 4612.89400 4717.55133 4286.92000 4345.81600
   1.55157 5151.28100 4527.05200 4612.30900 4716.93133 4286.27400 4345.19967
   1.55181 5150.60100 4526.49033 4611.72400 4716.31067 4285.62700 4344.58367
   1.55206 5149.92100 4525.92867 4611.13900 4715.69100 4284.98000 4343.96800
   1.55231 5149.24100 4525.36733 4610.55400 4715.07100 4284.33400 4343.35167
   1.55256 5148.56200 4524.80600 4609.96900 4714.45133 4283.68700 4342.73533
   1.55280 5147.88200 4524.24433 4609.38400 4713.83100 4283.04100 4342.12000
   1.55305 5147.20300 4523.68300 4608.79900 4713.21067 4282.39400 4341.50367
   1.55330 5146.52300 4523.12200 4608.21400 4712.59100 4281.74800 4340.88833
   1.55355 5145.84400 4522.56033 4607.62900 4711.97100 4281.10100 4340.27267
   1.55380 5145.16500 4521.99900 4607.04400 4711.35100 4280.45500 4339.65667
   1.55404 5144.48600 4521.43800 4606.45900 4710.73100 4279.80800 4339.04133
   1.55429 5143.80700 4520.87633 4605.87400 4710.11067 4279.16200 4338.42567
   1.55454 5143.12800 4520.31500 4605.28900 4709.49100 4278.51500 4337.81033
   1.55479 5142.45000 4519.75367 4604.70400 4708.87067 4277.86900 4337.19500
   1.55504 5141.77100 4519.19233 4604.11800 4708.25067 4277.22200 4336.57967
   1.55529 5141.09200 4518.63133 4603.53300 4707.63067 4276.57600 4335.96433
   1.55553 5140.41400 4518.07000 4602.94800 4707.01033 4275.92900 4335.34900
   1.55578 5139.73600 4517.50867 4602.36300 4706.39067 4275.28300 4334.73367
   1.55603 5139.05700 4516.94733 4601.77800 4705.76967 4274.63600 4334.11833
   1.55628 5138.37700 4516.38233 4601.18900 4705.14567 4273.98500 4333.49900
   1.55653 5137.69600 4515.81767 4600.60000 4704.52133 4273.33400 4332.87967
   1.55678 5137.01600 4515.25300 4600.01100 4703.89700 4272.68200 4332.26033
   1.55703 5136.33600 4514.68800 4599.42200 4703.27267 4272.03100 4331.64167
   1.55727 5135.65600 4514.12367 4598.83300 4702.64833 4271.38000 4331.02233
   1.55752 5134.97600 4513.55867 4598.24400 4702.02433 4270.72900 4330.40300
   1.55777 5134.29600 4512.99400 4597.65500 4701.40000 4270.07800 4329.78467
   1.55802 5133.61600 4512.42933 4597.06600 4700.77533 4269.42700 4329.16600
   1.55827 5132.93600 4511.86467 4596.47600 4700.15100 4268.77600 4328.54667
   1.55852 5132.25700 4511.30033 4595.88700 4699.52667 4268.12400 4327.92833
   1.55877 5131.57700 4510.73567 4595.29800 4698.90233 4267.47300 4327.30967
   1.55902 5130.89800 4510.17100 4594.70900 4698.27800 4266.82200 4326.69067
   1.55926 5130.21800 4509.60633 4594.12000 4697.65367 4266.17100 4326.07233
   1.55951 5129.53900 4509.04133 4593.53100 4697.02967 4265.52000 4325.45367
   1.55976 5128.86000 4508.47700 4592.94200 4696.40500 4264.86900 4324.83533
   1.56001 5128.18100 4507.91233 4592.35300 4695.78033 4264.21800 4324.21700
   1.56026 5127.50200 4507.34800 4591.76400 4695.15633 4263.56800 4323.59867
   1.56051 5126.82300 4506.78333 4591.17500 4694.53167 4262.91700 4322.98100
   1.56076 5126.14400 4506.21867 4590.58500 4693.90700 4262.26600 4322.36267
   1.56101 5125.46500 4505.65400 4589.99600 4693.28300 4261.61500 4321.74433
   1.56126 5124.78700 4505.08933 4589.40700 4692.65867 4260.96400 4321.12600
   1.56151 5124.10800 4504.52500 4588.81800 4692.03400 4260.31300 4320.50833
   1.56176 5123.43000 4503.96067 4588.22900 4691.40933 4259.66200 4319.89033
   1.56201 5122.75100 4503.39567 4587.64000 4690.78500 4259.01200 4319.27267
   1.56225 5122.07300 4502.83133 4587.05000 4690.16033 4258.36100 4318.65433
   1.56250 5121.39500 4502.26667 4586.46100 4689.53600 4257.71000 4318.03700
   1.56275 5120.71700 4501.70233 4585.87200 4688.91133 4257.05900 4317.41933
   1.56300 5120.03900 4501.13733 4585.28300 4688.28700 4256.40900 4316.80133
   1.56325 5119.36700 4500.58067 4584.70100 4687.67067 4255.76700 4316.19100
   1.56350 5118.69800 4500.02800 4584.12500 4687.05900 4255.13000 4315.58567
   1.56375 5118.03000 4499.47600 4583.54900 4686.44733 4254.49300 4314.98033
   1.56400 5117.36200 4498.92333 4582.97300 4685.83567 4253.85700 4314.37533
   1.56425 5116.69400 4498.37133 4582.39600 4685.22400 4253.22000 4313.77000
   1.56450 5116.02600 4497.81867 4581.82000 4684.61233 4252.58400 4313.16400
   1.56475 5115.35800 4497.26667 4581.24400 4684.00067 4251.94700 4312.55867
   1.56500 5114.69000 4496.71400 4580.66700 4683.38900 4251.31100 4311.95367
   1.56525 5114.02300 4496.16200 4580.09100 4682.77733 4250.67400 4311.34900
   1.56550 5113.35500 4495.60933 4579.51500 4682.16567 4250.03800 4310.74400
   1.56575 5112.68700 4495.05667 4578.93800 4681.55400 4249.40100 4310.13867
   1.56600 5112.02000 4494.50467 4578.36200 4680.94233 4248.76500 4309.53367
   1.56625 5111.35300 4493.95233 4577.78500 4680.33067 4248.12900 4308.92867
   1.56650 5110.68500 4493.39967 4577.20900 4679.71900 4247.49200 4308.32433
   1.56675 5110.01800 4492.84733 4576.63200 4679.10733 4246.85600 4307.71933
   1.56700 5109.35100 4492.29533 4576.05600 4678.49533 4246.22000 4307.11467
   1.56725 5108.68400 4491.74233 4575.47900 4677.88367 4245.58300 4306.50967
   1.56750 5108.01700 4491.19000 4574.90300 4677.27200 4244.94700 4305.90567
   1.56775 5107.35000 4490.63767 4574.32600 4676.66033 4244.31100 4305.30133
   1.56800 5106.68300 4490.08500 4573.75000 4676.04867 4243.67500 4304.69633
   1.56825 5106.01700 4489.53300 4573.17300 4675.43667 4243.03800 4304.09200
   1.56850 5105.35000 4488.98033 4572.59600 4674.82467 4242.40200 4303.48767
   1.56875 5104.68300 4488.42767 4572.02000 4674.21300 4241.76600 4302.88367
   1.56900 5104.01700 4487.87533 4571.44300 4673.60133 4241.13000 4302.27933
   1.56926 5103.35000 4487.32300 4570.86600 4672.98933 4240.49400 4301.67533
   1.56951 5102.68400 4486.77000 4570.28900 4672.37767 4239.85800 4301.07100
   1.56976 5102.01800 4486.21800 4569.71300 4671.76500 4239.22200 4300.46700
   1.57001 5101.35200 4485.66500 4569.13600 4671.15333 4238.58600 4299.86300
   1.57026 5100.68600 4485.11267 4568.55900 4670.54167 4237.95000 4299.25933
   1.57051 5100.03200 4484.57500 4567.99800 4669.94533 4237.33100 4298.66933
   1.57076 5099.39500 4484.05767 4567.45800 4669.36933 4236.73200 4298.09767
   1.57101 5098.75900 4483.54067 4566.91800 4668.79333 4236.13400 4297.52600
   1.57126 5098.12200 4483.02267 4566.37800 4668.21733 4235.53600 4296.95433
   1.57151 5097.48500 4482.50567 4565.83700 4667.64167 4234.93800 4296.38267
   1.57176 5096.84900 4481.98800 4565.29700 4667.06567 4234.34000 4295.81167
   1.57201 5096.21300 4481.47033 4564.75700 4666.48967 4233.74100 4295.24000
   1.57227 5095.57600 4480.95300 4564.21700 4665.91367 4233.14300 4294.66833
   1.57252 5094.94000 4480.43533 4563.67600 4665.33733 4232.54500 4294.09733
   1.57277 5094.30400 4479.91800 4563.13600 4664.76167 4231.94700 4293.52567
   1.57302 5093.66800 4479.40033 4562.59500 4664.18567 4231.34900 4292.95467
   1.57327 5093.03100 4478.88267 4562.05500 4663.60933 4230.75100 4292.38400
   1.57352 5092.39500 4478.36500 4561.51500 4663.03333 4230.15300 4291.81233
   1.57377 5091.76000 4477.84733 4560.97400 4662.45733 4229.55500 4291.24133
   1.57402 5091.12400 4477.32967 4560.43300 4661.88133 4228.95700 4290.67067
   1.57428 5090.48800 4476.81167 4559.89300 4661.30533 4228.35900 4290.09967
   1.57453 5089.85200 4476.29400 4559.35200 4660.72867 4227.76200 4289.52900
   1.57478 5089.21600 4475.77633 4558.81200 4660.15300 4227.16400 4288.95833
   1.57503 5088.58100 4475.25833 4558.27100 4659.57667 4226.56600 4288.38733
   1.57528 5087.94500 4474.74067 4557.73000 4659.00033 4225.96800 4287.81667
   1.57553 5087.31000 4474.22300 4557.18900 4658.42433 4225.37100 4287.24600
   1.57578 5086.67500 4473.70500 4556.64900 4657.84833 4224.77300 4286.67533
   1.57604 5086.03900 4473.18733 4556.10800 4657.27167 4224.17500 4286.10467
   1.57629 5085.40400 4472.66933 4555.56700 4656.69567 4223.57800 4285.53467
   1.57654 5084.76900 4472.15133 4555.02600 4656.11933 4222.98000 4284.96400
   1.57679 5084.13400 4471.63333 4554.48500 4655.54300 4222.38200 4284.39333
   1.57704 5083.49900 4471.11533 4553.94400 4654.96667 4221.78500 4283.82333
   1.57729 5082.86400 4470.59700 4553.40300 4654.39067 4221.18800 4283.25300
   1.57755 5082.22900 4470.07900 4552.86200 4653.81400 4220.59000 4282.68300
   1.57780 5081.58200 4469.54700 4552.30700 4653.22400 4219.97800 4282.10000
   1.57805 5080.93300 4469.01100 4551.74700 4652.62933 4219.36200 4281.51400
   1.57830 5080.28300 4468.47567 4551.18800 4652.03500 4218.74600 4280.92833
   1.57855 5079.63400 4467.94000 4550.62800 4651.44033 4218.13000 4280.34233
   1.57881 5078.98500 4467.40400 4550.06800 4650.84600 4217.51400 4279.75633
   1.57906 5078.33500 4466.86800 4549.50900 4650.25167 4216.89800 4279.17033
   1.57931 5077.68600 4466.33200 4548.94900 4649.65733 4216.28200 4278.58467
   1.57956 5077.03700 4465.79600 4548.38900 4649.06267 4215.66600 4277.99867
   1.57981 5076.38800 4465.26033 4547.83000 4648.46833 4215.05000 4277.41333
   1.58007 5075.73900 4464.72433 4547.27000 4647.87400 4214.43400 4276.82767
   1.58032 5075.09000 4464.18833 4546.71000 4647.27900 4213.81800 4276.24200
   1.58057 5074.44100 4463.65200 4546.15000 4646.68500 4213.20300 4275.65667
   1.58082 5073.79200 4463.11600 4545.59000 4646.09067 4212.58700 4275.07100
   1.58108 5073.14400 4462.58000 4545.03000 4645.49600 4211.97100 4274.48600
   1.58133 5072.49500 4462.04400 4544.47000 4644.90167 4211.35600 4273.90033
   1.58158 5071.84600 4461.50800 4543.91100 4644.30733 4210.74000 4273.31500
   1.58183 5071.19800 4460.97133 4543.35100 4643.71267 4210.12500 4272.73000
   1.58209 5070.54900 4460.43533 4542.79100 4643.11833 4209.50900 4272.14533
   1.58234 5069.90100 4459.89933 4542.23000 4642.52367 4208.89400 4271.55967
   1.58259 5069.25200 4459.36267 4541.67000 4641.92933 4208.27800 4270.97467
   1.58285 5068.60400 4458.82667 4541.11000 4641.33467 4207.66300 4270.38967
   1.58310 5067.95600 4458.29033 4540.55000 4640.74033 4207.04800 4269.80467
   1.58335 5067.30700 4457.75400 4539.99000 4640.14567 4206.43300 4269.22000
   1.58360 5066.65900 4457.21767 4539.43000 4639.55133 4205.81800 4268.63567
   1.58386 5066.01100 4456.68133 4538.87000 4638.95667 4205.20200 4268.05100
   1.58411 5065.36300 4456.14467 4538.30900 4638.36233 4204.58700 4267.46600
   1.58436 5064.71500 4455.60833 4537.74900 4637.76767 4203.97200 4266.88133
   1.58462 5064.06700 4455.07200 4537.18900 4637.17300 4203.35700 4266.29700
   1.58487 5063.41900 4454.53533 4536.62800 4636.57867 4202.74300 4265.71233
   1.58512 5062.75000 4453.97233 4536.04000 4635.95667 4202.09800 4265.10300
   1.58537 5062.07800 4453.40533 4535.44800 4635.33067 4201.45000 4264.49000
   1.58563 5061.40600 4452.83900 4534.85500 4634.70467 4200.80100 4263.87667
   1.58588 5060.73400 4452.27200 4534.26300 4634.07833 4200.15300 4263.26400
   1.58613 5060.06200 4451.70500 4533.67100 4633.45233 4199.50500 4262.65100
   1.58639 5059.39000 4451.13800 4533.07800 4632.82600 4198.85700 4262.03800
   1.58664 5058.71800 4450.57100 4532.48600 4632.20000 4198.20800 4261.42533
   1.58689 5058.04600 4450.00400 4531.89300 4631.57367 4197.56000 4260.81300
   1.58715 5057.37400 4449.43733 4531.30100 4630.94767 4196.91200 4260.20000
   1.58740 5056.70300 4448.87033 4530.70800 4630.32200 4196.26400 4259.58767
   1.58765 5056.03100 4448.30333 4530.11500 4629.69567 4195.61600 4258.97533
   1.58791 5055.35900 4447.73633 4529.52300 4629.06967 4194.96900 4258.36300
   1.58816 5054.68800 4447.16933 4528.93000 4628.44333 4194.32100 4257.75000
   1.58841 5054.01600 4446.60233 4528.33800 4627.81733 4193.67300 4257.13767
   1.58867 5053.34500 4446.03500 4527.74500 4627.19133 4193.02500 4256.52533
   1.58892 5052.67300 4445.46800 4527.15200 4626.56533 4192.37800 4255.91300
   1.58918 5052.00200 4444.90100 4526.56000 4625.93967 4191.73000 4255.30167
   1.58943 5051.33100 4444.33400 4525.96700 4625.31367 4191.08300 4254.68933
   1.58968 5050.66000 4443.76667 4525.37400 4624.68767 4190.43500 4254.07733
   1.58994 5049.98800 4443.19933 4524.78200 4624.06133 4189.78800 4253.46567
   1.59019 5049.31700 4442.63200 4524.18900 4623.43567 4189.14100 4252.85367
   1.59045 5048.64600 4442.06467 4523.59600 4622.80967 4188.49400 4252.24167
   1.59070 5047.97500 4441.49767 4523.00300 4622.18400 4187.84600 4251.63000
   1.59095 5047.30400 4440.93067 4522.41000 4621.55767 4187.19900 4251.01867
   1.59121 5046.63300 4440.36267 4521.81800 4620.93200 4186.55200 4250.40667
   1.59146 5045.96200 4439.79567 4521.22500 4620.30667 4185.90500 4249.79533
   1.59171 5045.29200 4439.22833 4520.63200 4619.68033 4185.25800 4249.18400
   1.59197 5044.62100 4438.66133 4520.03900 4619.05467 4184.61200 4248.57267
   1.59222 5043.95000 4438.09333 4519.44600 4618.42833 4183.96400 4247.96067
   1.59248 5043.27400 4437.52033 4518.84800 4617.79733 4183.31300 4247.34567
   1.59273 5042.59800 4436.94733 4518.24900 4617.16700 4182.66200 4246.73033
   1.59299 5041.92200 4436.37467 4517.65100 4616.53600 4182.01100 4246.11567
   1.59324 5041.24600 4435.80167 4517.05300 4615.90533 4181.36000 4245.50067
   1.59350 5040.57100 4435.22867 4516.45500 4615.27467 4180.70900 4244.88567
   1.59375 5039.89500 4434.65600 4515.85600 4614.64400 4180.05800 4244.27100
   1.59400 5039.21900 4434.08267 4515.25800 4614.01333 4179.40700 4243.65600
   1.59426 5038.54400 4433.50967 4514.66000 4613.38300 4178.75600 4243.04167
   1.59451 5037.86800 4432.93667 4514.06100 4612.75200 4178.10500 4242.42667
   1.59477 5037.19300 4432.36400 4513.46300 4612.12167 4177.45500 4241.81233
   1.59502 5036.51700 4431.79100 4512.86500 4611.49067 4176.80400 4241.19800
   1.59528 5035.84200 4431.21800 4512.26600 4610.86067 4176.15300 4240.58367
   1.59553 5035.16700 4430.64467 4511.66800 4610.23000 4175.50300 4239.96867
   1.59579 5034.49200 4430.07167 4511.07000 4609.59967 4174.85300 4239.35433
   1.59604 5033.81600 4429.49867 4510.47100 4608.96900 4174.20200 4238.74000
   1.59630 5033.14100 4428.92567 4509.87300 4608.33867 4173.55200 4238.12600
   1.59655 5032.46600 4428.35233 4509.27400 4607.70800 4172.90200 4237.51233
   1.59681 5031.79100 4427.77900 4508.67600 4607.07800 4172.25200 4236.89833
   1.59706 5031.11600 4427.20600 4508.07800 4606.44733 4171.60200 4236.28400
   1.59732 5030.44100 4426.63267 4507.47900 4605.81700 4170.95200 4235.67000
   1.59757 5029.76600 4426.05967 4506.88100 4605.18700 4170.30200 4235.05667
   1.59783 5029.09200 4425.48667 4506.28300 4604.55700 4169.65200 4234.44233
   1.59808 5028.41700 4424.91300 4505.68400 4603.92633 4169.00200 4233.82900
   1.59834 5027.74200 4424.34000 4505.08600 4603.29600 4168.35300 4233.21500
   1.59859 5027.06800 4423.76667 4504.48700 4602.66600 4167.70300 4232.60167
   1.59885 5026.39300 4423.19333 4503.88900 4602.03600 4167.05400 4231.98833
   1.59910 5025.71800 4422.62033 4503.29000 4601.40567 4166.40400 4231.37433
   1.59936 5025.04400 4422.04700 4502.69200 4600.77567 4165.75500 4230.76100
   1.59961 5024.37000 4421.47400 4502.09400 4600.14600 4165.10600 4230.14800
   1.59987 5023.70000 4420.90500 4501.50000 4599.52000 4164.46000 4229.53767
   1.60013 5023.01900 4420.33633 4500.89200 4598.89400 4163.81500 4228.92733
   1.60038 5022.32700 4419.76767 4500.26900 4598.26800 4163.16900 4228.31733
   1.60064 5021.63500 4419.19933 4499.64500 4597.64233 4162.52400 4227.70700
   1.60089 5020.94300 4418.63033 4499.02200 4597.01633 4161.87800 4227.09767
   1.60115 5020.25100 4418.06167 4498.39900 4596.39067 4161.23300 4226.48733
   1.60140 5019.56000 4417.49300 4497.77600 4595.76500 4160.58800 4225.87733
   1.60166 5018.86800 4416.92400 4497.15300 4595.13900 4159.94300 4225.26800
   1.60191 5018.17600 4416.35500 4496.53000 4594.51333 4159.29800 4224.65800
   1.60217 5017.48500 4415.78667 4495.90700 4593.88800 4158.65300 4224.04867
   1.60243 5016.79300 4415.21767 4495.28400 4593.26233 4158.00800 4223.43867
   1.60268 5016.10200 4414.64867 4494.66100 4592.63633 4157.36300 4222.82933
   1.60294 5015.41000 4414.08000 4494.03800 4592.01133 4156.71900 4222.22000
   1.60319 5014.71900 4413.51133 4493.41500 4591.38533 4156.07400 4221.61000
   1.60345 5014.02800 4412.94233 4492.79100 4590.76000 4155.42900 4221.00067
   1.60371 5013.33600 4412.37333 4492.16800 4590.13467 4154.78500 4220.39133
   1.60396 5012.64500 4411.80467 4491.54500 4589.50933 4154.14000 4219.78233
   1.60422 5011.95400 4411.23567 4490.92200 4588.88400 4153.49600 4219.17300
   1.60447 5011.26300 4410.66633 4490.29900 4588.25833 4152.85200 4218.56400
   1.60473 5010.57200 4410.09767 4489.67600 4587.63333 4152.20800 4217.95467
   1.60499 5009.88100 4409.52900 4489.05300 4587.00767 4151.56400 4217.34567
   1.60524 5009.19100 4408.96000 4488.43000 4586.38300 4150.92000 4216.73700
   1.60550 5008.50000 4408.39100 4487.80700 4585.75767 4150.27600 4216.12800
   1.60576 5007.80900 4407.82200 4487.18400 4585.13267 4149.63200 4215.51900
   1.60601 5007.11900 4407.25333 4486.56100 4584.50700 4148.98800 4214.91067
   1.60627 5006.42800 4406.68433 4485.93800 4583.88200 4148.34400 4214.30167
   1.60652 5005.73800 4406.11500 4485.31500 4583.25733 4147.70100 4213.69333
   1.60678 5005.04800 4405.54633 4484.69200 4582.63200 4147.05700 4213.08433
   1.60704 5004.34700 4404.96567 4484.05700 4581.99533 4146.40200 4212.46600
   1.60729 5003.63800 4404.37467 4483.41200 4581.34867 4145.73600 4211.83867
   1.60755 5002.92900 4403.78367 4482.76600 4580.70200 4145.07100 4211.21133
   1.60781 5002.21900 4403.19267 4482.12100 4580.05533 4144.40600 4210.58467
   1.60807 5001.51000 4402.60167 4481.47500 4579.40867 4143.74000 4209.95733
   1.60832 5000.80100 4402.01100 4480.83000 4578.76233 4143.07500 4209.33000
   1.60858 5000.09200 4401.42000 4480.18400 4578.11567 4142.41000 4208.70333
   1.60884 4999.38400 4400.82900 4479.53900 4577.46933 4141.74500 4208.07633
   1.60909 4998.67500 4400.23800 4478.89400 4576.82267 4141.08000 4207.44967
   1.60935 4997.96600 4399.64700 4478.24800 4576.17633 4140.41600 4206.82267
   1.60961 4997.25700 4399.05600 4477.60300 4575.53000 4139.75100 4206.19600
   1.60986 4996.54900 4398.46500 4476.95800 4574.88367 4139.08600 4205.56967
   1.61012 4995.84000 4397.87400 4476.31200 4574.23767 4138.42200 4204.94267
   1.61038 4995.13200 4397.28333 4475.66700 4573.59100 4137.75700 4204.31600
   1.61063 4994.42400 4396.69233 4475.02200 4572.94500 4137.09300 4203.68967
   1.61089 4993.71500 4396.10133 4474.37700 4572.29900 4136.42900 4203.06333
   1.61115 4993.00700 4395.51033 4473.73100 4571.65300 4135.76400 4202.43700
   1.61141 4992.29900 4394.91933 4473.08600 4571.00700 4135.10000 4201.81067
   1.61166 4991.59100 4394.32833 4472.44100 4570.36067 4134.43600 4201.18433
   1.61192 4990.88300 4393.73733 4471.79600 4569.71500 4133.77200 4200.55867
   1.61218 4990.17500 4393.14667 4471.15100 4569.06900 4133.10900 4199.93267
   1.61244 4989.46800 4392.55567 4470.50600 4568.42367 4132.44500 4199.30633
   1.61269 4988.76000 4391.96467 4469.86100 4567.77767 4131.78100 4198.68067
   1.61295 4988.05200 4391.37367 4469.21500 4567.13200 4131.11700 4198.05467
   1.61321 4987.34500 4390.78267 4468.57000 4566.48633 4130.45400 4197.42833
   1.61347 4986.63700 4390.19167 4467.92500 4565.84067 4129.79100 4196.80300
   1.61372 4985.93000 4389.60067 4467.28000 4565.19500 4129.12700 4196.17733
   1.61398 4985.22200 4389.00967 4466.63500 4564.54933 4128.46400 4195.55133
   1.61424 4984.51500 4388.41900 4465.99100 4563.90400 4127.80100 4194.92600
   1.61450 4983.80000 4387.81800 4465.33500 4563.24833 4127.12700 4194.29133
   1.61475 4983.07000 4387.20033 4464.66300 4562.57600 4126.43600 4193.64200
   1.61501 4982.34000 4386.58233 4463.99000 4561.90333 4125.74500 4192.99300
   1.61527 4981.61100 4385.96500 4463.31700 4561.23100 4125.05400 4192.34367
   1.61553 4980.88100 4385.34700 4462.64500 4560.55867 4124.36400 4191.69433
   1.61579 4980.15200 4384.72967 4461.97200 4559.88633 4123.67300 4191.04533
   1.61604 4979.42200 4384.11200 4461.30000 4559.21400 4122.98200 4190.39600
   1.61630 4978.69300 4383.49433 4460.62700 4558.54200 4122.29200 4189.74733
   1.61656 4977.96400 4382.87667 4459.95500 4557.86967 4121.60200 4189.09867
   1.61682 4977.23500 4382.25900 4459.28200 4557.19767 4120.91100 4188.44933
   1.61708 4976.50600 4381.64133 4458.61000 4556.52533 4120.22100 4187.80067
   1.61733 4975.77700 4381.02400 4457.93700 4555.85367 4119.53100 4187.15200
   1.61759 4975.04800 4380.40600 4457.26500 4555.18167 4118.84100 4186.50333
   1.61785 4974.31900 4379.78867 4456.59300 4554.51000 4118.15100 4185.85467
   1.61811 4973.59000 4379.17100 4455.92100 4553.83833 4117.46100 4185.20600
   1.61837 4972.86100 4378.55367 4455.24800 4553.16633 4116.77200 4184.55767
   1.61863 4972.13300 4377.93567 4454.57600 4552.49500 4116.08200 4183.90900
   1.61888 4971.40400 4377.31833 4453.90400 4551.82333 4115.39300 4183.26133
   1.61914 4970.67600 4376.70067 4453.23200 4551.15167 4114.70300 4182.61267
   1.61940 4969.94800 4376.08333 4452.56000 4550.48067 4114.01400 4181.96433
   1.61966 4969.21900 4375.46533 4451.88800 4549.80900 4113.32400 4181.31667
   1.61992 4968.49100 4374.84800 4451.21600 4549.13733 4112.63500 4180.66800
   1.62018 4967.76300 4374.23067 4450.54400 4548.46633 4111.94600 4180.02033
   1.62044 4967.03500 4373.61300 4449.87200 4547.79467 4111.25700 4179.37200
   1.62070 4966.30700 4372.99567 4449.20000 4547.12367 4110.56800 4178.72433
   1.62095 4965.57900 4372.37800 4448.52800 4546.45267 4109.88000 4178.07667
   1.62121 4964.85100 4371.76033 4447.85600 4545.78133 4109.19100 4177.42900
   1.62147 4964.12400 4371.14300 4447.18500 4545.11033 4108.50200 4176.78067
   1.62173 4963.39600 4370.52567 4446.51300 4544.43933 4107.81400 4176.13300
