-dhs 0.99
-a 0.1 2.0
0.87 c 0.13
       lam   pyroxene    olivine  enstatite forsterite     silica     quartz
   1.00785 7431.99200 6686.44933 6904.77800 7021.30900 6604.25400 6547.95300
   1.00802 7431.39400 6685.68367 6903.95000 7020.45800 6603.35500 6547.10733
   1.00818 7430.79700 6684.91833 6903.12300 7019.60767 6602.45600 6546.26167
   1.00834 7430.20000 6684.15333 6902.29500 7018.75700 6601.55700 6545.41567
   1.00850 7429.60200 6683.38900 6901.46700 7017.90700 6600.65900 6544.57000
   1.00866 7429.00600 6682.62400 6900.64000 7017.05667 6599.76000 6543.72433
   1.00882 7428.40900 6681.85967 6899.81300 7016.20667 6598.86200 6542.87867
   1.00898 7427.81300 6681.09567 6898.98600 7015.35667 6597.96400 6542.03267
   1.00914 7427.21600 6680.33133 6898.15900 7014.50700 6597.06600 6541.18767
   1.00930 7426.62100 6679.56867 6897.33400 7013.65833 6596.16900 6540.34300
   1.00947 7426.05100 6678.83567 6896.54000 7012.84033 6595.30400 6539.52467
   1.00963 7425.48000 6678.10333 6895.74600 7012.02300 6594.43900 6538.70700
   1.00979 7424.91000 6677.37033 6894.95200 7011.20533 6593.57400 6537.88933
   1.00995 7424.34100 6676.63833 6894.15800 7010.38800 6592.70900 6537.07200
   1.01011 7423.77100 6675.90633 6893.36500 7009.57033 6591.84400 6536.25367
   1.01027 7423.20200 6675.17433 6892.57200 7008.75367 6590.98000 6535.43600
   1.01043 7422.63300 6674.44300 6891.77900 7007.93633 6590.11500 6534.61833
   1.01059 7422.06400 6673.71133 6890.98600 7007.11967 6589.25100 6533.80067
   1.01076 7421.49500 6672.97967 6890.19300 7006.30300 6588.38600 6532.98267
   1.01092 7420.92700 6672.24833 6889.40100 7005.48600 6587.52200 6532.16500
   1.01108 7420.35900 6671.51700 6888.60800 7004.66900 6586.65800 6531.34733
   1.01124 7419.79100 6670.78667 6887.81600 7003.85233 6585.79300 6530.52900
   1.01140 7419.22300 6670.05567 6887.02400 7003.03633 6584.92900 6529.71133
   1.01156 7418.65600 6669.32467 6886.23200 7002.21967 6584.06500 6528.89367
   1.01172 7418.08800 6668.59467 6885.44000 7001.40333 6583.20100 6528.07533
   1.01189 7417.52100 6667.86433 6884.64800 7000.58700 6582.33700 6527.25767
   1.01205 7416.95500 6667.13400 6883.85600 6999.77067 6581.47300 6526.43933
   1.01221 7416.38800 6666.40367 6883.06500 6998.95467 6580.60800 6525.62067
   1.01237 7415.82200 6665.67367 6882.27300 6998.13833 6579.74400 6524.80300
   1.01253 7415.25600 6664.94367 6881.48200 6997.32233 6578.88000 6523.98467
   1.01269 7414.69000 6664.21400 6880.69000 6996.50567 6578.01600 6523.16700
   1.01286 7414.12400 6663.48433 6879.89900 6995.68967 6577.15200 6522.34833
   1.01302 7413.55900 6662.75500 6879.10800 6994.87367 6576.28800 6521.53000
   1.01318 7412.99400 6662.02533 6878.31700 6994.05767 6575.42400 6520.71167
   1.01334 7412.42900 6661.29600 6877.52600 6993.24167 6574.56000 6519.89300
   1.01350 7411.86400 6660.56633 6876.73500 6992.42533 6573.69600 6519.07467
   1.01367 7411.30000 6659.83733 6875.94400 6991.60933 6572.83100 6518.25600
   1.01383 7410.73500 6659.10800 6875.15300 6990.79333 6571.96700 6517.43733
   1.01399 7410.15700 6658.36267 6874.34500 6989.96033 6571.08600 6516.60467
   1.01415 7409.56800 6657.60367 6873.52400 6989.11400 6570.19100 6515.76000
   1.01431 7408.98000 6656.84467 6872.70200 6988.26733 6569.29600 6514.91500
   1.01447 7408.39100 6656.08567 6871.88000 6987.42167 6568.40000 6514.07033
   1.01464 7407.80300 6655.32667 6871.05800 6986.57500 6567.50500 6513.22533
   1.01480 7407.21400 6654.56800 6870.23700 6985.72833 6566.61000 6512.38067
   1.01496 7406.62600 6653.80900 6869.41500 6984.88167 6565.71400 6511.53500
   1.01512 7406.03800 6653.05067 6868.59300 6984.03500 6564.81800 6510.69000
   1.01528 7405.45100 6652.29167 6867.77100 6983.18800 6563.92300 6509.84533
   1.01545 7404.86300 6651.53300 6866.94900 6982.34100 6563.02700 6508.99967
   1.01561 7404.27600 6650.77400 6866.12700 6981.49433 6562.13100 6508.15467
   1.01577 7403.68800 6650.01500 6865.30500 6980.64700 6561.23500 6507.30900
   1.01593 7403.10100 6649.25567 6864.48300 6979.79967 6560.33900 6506.46333
   1.01610 7402.51400 6648.49667 6863.66100 6978.95233 6559.44300 6505.61833
   1.01626 7401.92700 6647.73767 6862.83800 6978.10500 6558.54700 6504.77267
   1.01642 7401.34000 6646.97867 6862.01600 6977.25733 6557.65100 6503.92667
   1.01658 7400.75300 6646.21967 6861.19300 6976.40933 6556.75400 6503.08100
   1.01675 7400.16600 6645.45967 6860.37100 6975.56133 6555.85800 6502.23533
   1.01691 7399.58000 6644.70067 6859.54800 6974.71367 6554.96100 6501.38933
   1.01707 7398.99300 6643.94067 6858.72500 6973.86533 6554.06400 6500.54367
   1.01723 7398.40600 6643.18133 6857.90200 6973.01700 6553.16800 6499.69767
   1.01739 7397.82000 6642.42133 6857.07800 6972.16833 6552.27100 6498.85200
   1.01756 7397.23300 6641.66133 6856.25500 6971.31933 6551.37300 6498.00533
   1.01772 7396.64700 6640.90133 6855.43100 6970.47033 6550.47600 6497.15933
   1.01788 7396.06000 6640.14133 6854.60700 6969.62100 6549.57900 6496.31367
   1.01804 7395.47400 6639.38033 6853.78300 6968.77200 6548.68100 6495.46700
   1.01821 7394.88700 6638.62033 6852.95900 6967.92233 6547.78300 6494.62100
   1.01837 7394.30100 6637.85933 6852.13400 6967.07233 6546.88600 6493.77433
   1.01853 7393.71400 6637.09833 6851.31000 6966.22267 6545.98800 6492.92833
   1.01869 7393.11700 6636.32233 6850.46900 6965.35700 6545.07300 6492.06767
   1.01886 7392.51000 6635.53633 6849.61800 6964.48100 6544.14800 6491.19767
   1.01902 7391.90400 6634.74967 6848.76600 6963.60367 6543.22200 6490.32800
   1.01918 7391.29800 6633.96300 6847.91400 6962.72700 6542.29600 6489.45733
   1.01935 7390.69200 6633.17600 6847.06200 6961.85033 6541.37000 6488.58733
   1.01951 7390.08500 6632.38900 6846.21000 6960.97233 6540.44300 6487.71700
   1.01967 7389.47900 6631.60167 6845.35700 6960.09500 6539.51700 6486.84700
   1.01983 7388.87200 6630.81400 6844.50400 6959.21700 6538.59000 6485.97700
   1.02000 7388.26600 6630.02600 6843.65100 6958.33900 6537.66400 6485.10667
   1.02016 7387.65900 6629.23767 6842.79700 6957.46067 6536.73700 6484.23667
   1.02032 7387.05200 6628.44900 6841.94300 6956.58200 6535.81000 6483.36567
   1.02049 7386.44400 6627.66033 6841.08900 6955.70300 6534.88300 6482.49567
   1.02065 7385.83700 6626.87100 6840.23400 6954.82400 6533.95500 6481.62533
   1.02081 7385.23000 6626.08133 6839.37900 6953.94433 6533.02800 6480.75467
   1.02097 7384.62200 6625.29200 6838.52400 6953.06467 6532.10000 6479.88433
   1.02114 7384.01400 6624.50167 6837.66800 6952.18500 6531.17300 6479.01333
   1.02130 7383.40600 6623.71133 6836.81200 6951.30433 6530.24500 6478.14333
   1.02146 7382.79700 6622.92033 6835.95600 6950.42433 6529.31700 6477.27300
   1.02163 7382.18800 6622.12933 6835.09900 6949.54300 6528.38900 6476.40200
   1.02179 7381.57900 6621.33800 6834.24200 6948.66200 6527.46100 6475.53200
   1.02195 7380.97000 6620.54600 6833.38500 6947.78067 6526.53300 6474.66100
   1.02212 7380.36100 6619.75400 6832.52700 6946.89933 6525.60400 6473.79067
   1.02228 7379.75100 6618.96133 6831.66900 6946.01733 6524.67600 6472.92000
   1.02244 7379.14100 6618.16867 6830.81000 6945.13500 6523.74700 6472.04967
   1.02261 7378.53000 6617.37533 6829.95100 6944.25267 6522.81800 6471.17900
   1.02277 7377.92000 6616.58167 6829.09200 6943.37000 6521.89000 6470.30867
   1.02293 7377.30900 6615.78767 6828.23200 6942.48733 6520.96100 6469.43767
   1.02310 7376.69700 6614.99367 6827.37200 6941.60400 6520.03200 6468.56767
   1.02326 7376.08500 6614.19867 6826.51200 6940.72067 6519.10300 6467.69733
   1.02342 7375.49300 6613.42733 6825.67600 6939.86100 6518.19900 6466.84767
   1.02359 7374.90600 6612.66367 6824.84800 6939.00967 6517.30300 6466.00600
   1.02375 7374.31900 6611.89933 6824.01900 6938.15767 6516.40700 6465.16400
   1.02391 7373.73200 6611.13500 6823.19000 6937.30567 6515.51100 6464.32233
   1.02408 7373.14400 6610.36967 6822.36100 6936.45333 6514.61500 6463.47967
   1.02424 7372.55600 6609.60467 6821.53100 6935.60033 6513.71900 6462.63800
   1.02440 7371.96800 6608.83867 6820.70100 6934.74767 6512.82300 6461.79600
   1.02457 7371.37900 6608.07267 6819.87100 6933.89467 6511.92600 6460.95433
   1.02473 7370.78900 6607.30633 6819.04000 6933.04133 6511.03000 6460.11267
   1.02489 7370.19900 6606.53933 6818.20900 6932.18800 6510.13400 6459.27067
   1.02506 7369.60900 6605.77233 6817.37700 6931.33400 6509.23800 6458.42900
   1.02522 7369.01900 6605.00467 6816.54600 6930.48033 6508.34100 6457.58733
   1.02539 7368.42700 6604.23700 6815.71300 6929.62633 6507.44500 6456.74567
   1.02555 7367.83600 6603.46867 6814.88100 6928.77200 6506.54900 6455.90467
   1.02571 7367.24400 6602.70000 6814.04800 6927.91733 6505.65200 6455.06300
   1.02588 7366.65100 6601.93067 6813.21500 6927.06300 6504.75600 6454.22133
   1.02604 7366.05800 6601.16167 6812.38100 6926.20767 6503.86000 6453.38033
   1.02621 7365.46500 6600.39200 6811.54800 6925.35300 6502.96400 6452.53900
   1.02637 7364.87100 6599.62200 6810.71300 6924.49767 6502.06700 6451.69800
   1.02653 7364.27700 6598.85167 6809.87900 6923.64267 6501.17100 6450.85733
   1.02670 7363.68200 6598.08067 6809.04400 6922.78700 6500.27500 6450.01633
   1.02686 7363.08700 6597.31000 6808.20900 6921.93133 6499.37900 6449.17500
   1.02702 7362.49100 6596.53867 6807.37400 6921.07533 6498.48300 6448.33433
   1.02719 7361.89500 6595.76700 6806.53800 6920.21967 6497.58700 6447.49433
   1.02735 7361.29800 6594.99533 6805.70200 6919.36400 6496.69100 6446.65367
   1.02752 7360.70100 6594.22333 6804.86600 6918.50800 6495.79500 6445.81300
   1.02768 7360.10300 6593.45067 6804.03000 6917.65200 6494.89900 6444.97300
   1.02784 7359.50500 6592.67800 6803.19300 6916.79567 6494.00400 6444.13267
   1.02801 7358.90800 6591.90567 6802.35700 6915.94033 6493.10900 6443.29367
   1.02817 7358.32100 6591.14800 6801.53700 6915.10100 6492.23200 6442.46933
   1.02834 7357.73300 6590.39067 6800.71700 6914.26200 6491.35600 6441.64567
   1.02850 7357.14500 6589.63267 6799.89700 6913.42233 6490.47900 6440.82233
   1.02867 7356.55700 6588.87433 6799.07600 6912.58267 6489.60300 6439.99867
   1.02883 7355.96800 6588.11600 6798.25500 6911.74333 6488.72600 6439.17533
   1.02899 7355.37900 6587.35733 6797.43400 6910.90400 6487.85000 6438.35200
   1.02916 7354.78900 6586.59833 6796.61300 6910.06467 6486.97400 6437.52900
   1.02932 7354.19900 6585.83900 6795.79100 6909.22500 6486.09800 6436.70600
   1.02949 7353.60900 6585.08033 6794.97000 6908.38600 6485.22300 6435.88333
   1.02965 7353.01800 6584.32067 6794.14800 6907.54633 6484.34700 6435.06067
   1.02982 7352.42700 6583.56133 6793.32600 6906.70700 6483.47200 6434.23833
   1.02998 7351.83500 6582.80133 6792.50400 6905.86733 6482.59700 6433.41567
   1.03015 7351.24400 6582.04133 6791.68200 6905.02833 6481.72200 6432.59333
   1.03031 7350.65100 6581.28133 6790.86000 6904.18933 6480.84700 6431.77167
   1.03047 7350.05900 6580.52133 6790.03800 6903.35000 6479.97300 6430.94933
   1.03064 7349.46600 6579.76100 6789.21600 6902.51100 6479.09900 6430.12800
   1.03080 7348.87300 6579.00067 6788.39300 6901.67200 6478.22500 6429.30633
   1.03097 7348.27900 6578.24033 6787.57100 6900.83300 6477.35100 6428.48500
   1.03113 7347.68500 6577.47933 6786.74800 6899.99400 6476.47700 6427.66367
   1.03130 7347.09100 6576.71867 6785.92600 6899.15600 6475.60400 6426.84300
   1.03146 7346.49600 6575.95800 6785.10400 6898.31700 6474.73100 6426.02167
   1.03163 7345.90200 6575.19700 6784.28100 6897.47900 6473.85800 6425.20100
   1.03179 7345.30700 6574.43633 6783.45900 6896.64067 6472.98500 6424.38067
   1.03196 7344.71100 6573.67533 6782.63600 6895.80267 6472.11300 6423.56033
   1.03212 7344.11600 6572.91400 6781.81400 6894.96467 6471.24100 6422.74067
   1.03228 7343.52000 6572.15333 6780.99100 6894.12667 6470.36900 6421.92033
   1.03245 7342.92400 6571.39233 6780.16900 6893.28933 6469.49800 6421.10067
   1.03262 7342.32800 6570.63133 6779.34700 6892.45167 6468.62700 6420.28100
   1.03278 7341.73100 6569.87033 6778.52500 6891.61467 6467.75600 6419.46167
   1.03295 7341.10700 6569.07333 6777.66400 6890.73933 6466.84400 6418.60700
   1.03311 7340.47800 6568.27067 6776.79800 6889.85867 6465.92700 6417.74767
   1.03327 7339.84900 6567.46833 6775.93200 6888.97833 6465.01000 6416.88867
   1.03344 7339.22000 6566.66600 6775.06600 6888.09767 6464.09300 6416.02967
   1.03361 7338.59100 6565.86400 6774.20100 6887.21800 6463.17700 6415.17100
   1.03377 7337.96100 6565.06167 6773.33500 6886.33833 6462.26100 6414.31200
   1.03394 7337.33200 6564.26000 6772.47000 6885.45900 6461.34500 6413.45400
   1.03410 7336.70200 6563.45833 6771.60500 6884.57967 6460.43000 6412.59600
   1.03426 7336.07200 6562.65600 6770.74000 6883.70100 6459.51500 6411.73800
   1.03443 7335.44200 6561.85467 6769.87500 6882.82233 6458.60100 6410.88033
   1.03460 7334.81200 6561.05267 6769.01000 6881.94400 6457.68600 6410.02300
   1.03476 7334.18200 6560.25167 6768.14600 6881.06600 6456.77200 6409.16533
   1.03493 7333.55100 6559.45033 6767.28200 6880.18867 6455.85900 6408.30833
   1.03509 7332.92100 6558.64900 6766.41800 6879.31133 6454.94600 6407.45133
   1.03526 7332.29100 6557.84833 6765.55400 6878.43400 6454.03300 6406.59433
   1.03542 7331.66000 6557.04733 6764.69000 6877.55733 6453.12000 6405.73833
   1.03559 7331.03000 6556.24700 6763.82700 6876.68100 6452.20800 6404.88167
   1.03575 7330.39900 6555.44667 6762.96400 6875.80500 6451.29700 6404.02567
   1.03592 7329.76900 6554.64633 6762.10100 6874.92933 6450.38500 6403.16967
   1.03608 7329.13800 6553.84600 6761.23900 6874.05400 6449.47400 6402.31433
   1.03625 7328.50700 6553.04633 6760.37700 6873.17867 6448.56400 6401.45867
   1.03641 7327.87700 6552.24667 6759.51500 6872.30433 6447.65300 6400.60333
   1.03658 7327.24600 6551.44767 6758.65300 6871.43033 6446.74300 6399.74767
   1.03675 7326.61500 6550.64833 6757.79200 6870.55633 6445.83400 6398.89267
   1.03691 7325.98500 6549.84967 6756.93100 6869.68267 6444.92500 6398.03867
   1.03708 7325.35400 6549.05067 6756.07000 6868.80967 6444.01600 6397.18367
   1.03724 7324.72400 6548.25267 6755.21000 6867.93733 6443.10800 6396.32967
   1.03741 7324.09300 6547.45467 6754.35000 6867.06467 6442.20000 6395.47500
   1.03757 7323.46000 6546.65467 6753.48800 6866.19067 6441.29000 6394.62000
   1.03774 7322.82400 6545.85167 6752.62400 6865.31467 6440.37900 6393.76300
   1.03791 7322.18800 6545.04933 6751.76000 6864.43967 6439.46900 6392.90700
   1.03807 7321.55300 6544.24733 6750.89700 6863.56433 6438.55900 6392.05100
   1.03824 7320.91700 6543.44567 6750.03300 6862.69000 6437.64900 6391.19500
   1.03840 7320.28200 6542.64400 6749.17100 6861.81533 6436.74000 6390.33933
   1.03857 7319.64600 6541.84300 6748.30800 6860.94167 6435.83100 6389.48333
   1.03873 7319.01100 6541.04200 6747.44600 6860.06833 6434.92300 6388.62833
   1.03890 7318.37600 6540.24133 6746.58500 6859.19533 6434.01400 6387.77267
   1.03907 7317.74100 6539.44100 6745.72300 6858.32267 6433.10700 6386.91767
   1.03923 7317.10600 6538.64133 6744.86300 6857.45100 6432.19900 6386.06267
   1.03940 7316.47100 6537.84233 6744.00200 6856.57867 6431.29200 6385.20767
   1.03956 7315.83600 6537.04267 6743.14200 6855.70767 6430.38500 6384.35300
   1.03973 7315.20200 6536.24367 6742.28300 6854.83700 6429.47900 6383.49900
   1.03990 7314.56700 6535.44533 6741.42300 6853.96633 6428.57300 6382.64467
   1.04006 7313.93300 6534.64733 6740.56500 6853.09633 6427.66700 6381.79000
   1.04023 7313.29900 6533.84967 6739.70600 6852.22700 6426.76200 6380.93633
   1.04039 7312.66500 6533.05233 6738.84800 6851.35767 6425.85700 6380.08300
   1.04056 7312.03200 6532.25500 6737.99100 6850.48867 6424.95300 6379.22933
   1.04073 7311.39800 6531.45867 6737.13400 6849.62067 6424.04900 6378.37533
   1.04089 7310.76500 6530.66233 6736.27700 6848.75267 6423.14500 6377.52233
   1.04106 7310.13200 6529.86633 6735.42100 6847.88533 6422.24100 6376.66933
   1.04123 7309.49900 6529.07067 6734.56500 6847.01833 6421.33800 6375.81633
   1.04139 7308.86700 6528.27600 6733.71000 6846.15133 6420.43500 6374.96333
   1.04156 7308.23400 6527.48100 6732.85500 6845.28567 6419.53300 6374.11067
   1.04172 7307.60200 6526.68700 6732.00100 6844.41967 6418.63100 6373.25767
   1.04189 7306.97000 6525.89300 6731.14700 6843.55467 6417.72900 6372.40500
   1.04206 7306.33800 6525.09933 6730.29300 6842.68967 6416.82700 6371.55300
   1.04222 7305.70700 6524.30633 6729.44000 6841.82500 6415.92600 6370.70067
   1.04239 7305.08900 6523.53033 6728.60500 6840.97833 6415.04300 6369.86333
   1.04256 7304.48400 6522.76933 6727.78500 6840.14633 6414.17600 6369.03967
   1.04272 7303.87900 6522.00900 6726.96600 6839.31533 6413.30800 6368.21567
   1.04289 7303.27500 6521.24900 6726.14800 6838.48467 6412.44200 6367.39200
   1.04306 7302.67000 6520.48900 6725.33000 6837.65467 6411.57500 6366.56833
   1.04322 7302.06600 6519.73000 6724.51200 6836.82400 6410.70900 6365.74500
   1.04339 7301.46200 6518.97133 6723.69500 6835.99500 6409.84300 6364.92133
   1.04356 7300.85900 6518.21300 6722.87800 6835.16600 6408.97700 6364.09767
   1.04372 7300.25500 6517.45467 6722.06100 6834.33700 6408.11100 6363.27500
   1.04389 7299.65200 6516.69700 6721.24600 6833.50867 6407.24600 6362.45133
   1.04405 7299.05000 6515.93967 6720.43000 6832.68067 6406.38100 6361.62867
   1.04422 7298.44700 6515.18267 6719.61500 6831.85300 6405.51700 6360.80600
   1.04439 7297.84500 6514.42667 6718.80000 6831.02567 6404.65200 6359.98233
   1.04455 7297.24300 6513.67033 6717.98600 6830.19933 6403.78800 6359.15967
   1.04472 7296.64100 6512.91467 6717.17300 6829.37267 6402.92400 6358.33700
   1.04489 7296.04000 6512.15967 6716.35900 6828.54667 6402.06100 6357.51433
   1.04506 7295.43900 6511.40467 6715.54700 6827.72100 6401.19700 6356.69167
   1.04522 7294.83800 6510.65000 6714.73400 6826.89567 6400.33400 6355.86900
   1.04539 7294.23800 6509.89633 6713.92200 6826.07033 6399.47100 6355.04733
   1.04556 7293.63800 6509.14233 6713.11100 6825.24600 6398.60900 6354.22467
   1.04572 7293.03800 6508.38900 6712.29900 6824.42200 6397.74600 6353.40200
   1.04589 7292.43900 6507.63633 6711.48900 6823.59800 6396.88400 6352.57933
   1.04606 7291.83900 6506.88433 6710.67800 6822.77433 6396.02200 6351.75767
   1.04622 7291.24000 6506.13200 6709.86900 6821.95133 6395.16000 6350.93500
   1.04639 7290.64200 6505.38000 6709.05900 6821.12800 6394.29800 6350.11333
   1.04656 7290.04400 6504.62900 6708.25000 6820.30567 6393.43700 6349.29067
   1.04673 7289.44600 6503.87833 6707.44100 6819.48333 6392.57600 6348.46900
   1.04689 7288.84800 6503.12767 6706.63300 6818.66167 6391.71500 6347.64700
   1.04706 7288.25100 6502.37733 6705.82500 6817.83967 6390.85400 6346.82467
   1.04723 7287.66700 6501.64367 6705.03500 6817.03500 6390.01000 6346.01700
   1.04739 7287.08900 6500.91567 6704.25000 6816.23600 6389.17200 6345.21367
   1.04756 7286.51000 6500.18833 6703.46600 6815.43700 6388.33300 6344.41100
   1.04773 7285.93200 6499.46133 6702.68200 6814.63800 6387.49500 6343.60767
   1.04790 7285.35400 6498.73433 6701.89800 6813.83967 6386.65800 6342.80500
   1.04806 7284.77600 6498.00767 6701.11500 6813.04133 6385.82000 6342.00167
   1.04823 7284.19900 6497.28133 6700.33200 6812.24400 6384.98200 6341.19833
   1.04840 7283.62200 6496.55567 6699.54900 6811.44600 6384.14500 6340.39567
   1.04857 7283.04600 6495.83000 6698.76700 6810.64867 6383.30700 6339.59233
   1.04873 7282.46900 6495.10500 6697.98500 6809.85167 6382.47000 6338.78967
   1.04890 7281.89300 6494.38033 6697.20300 6809.05500 6381.63300 6337.98633
   1.04907 7281.31800 6493.65567 6696.42200 6808.25833 6380.79600 6337.18267
   1.04924 7280.74200 6492.93133 6695.64100 6807.46167 6379.95900 6336.38000
   1.04940 7280.16700 6492.20767 6694.86000 6806.66567 6379.12200 6335.57667
   1.04957 7279.59200 6491.48400 6694.08000 6805.86933 6378.28500 6334.77400
   1.04974 7279.01800 6490.76033 6693.30000 6805.07367 6377.44900 6333.97067
   1.04991 7278.44400 6490.03767 6692.52100 6804.27833 6376.61200 6333.16733
   1.05007 7277.87000 6489.31500 6691.74100 6803.48300 6375.77600 6332.36433
   1.05024 7277.29600 6488.59233 6690.96200 6802.68767 6374.93900 6331.56100
   1.05041 7276.72300 6487.87000 6690.18300 6801.89267 6374.10300 6330.75767
   1.05058 7276.15000 6487.14867 6689.40500 6801.09800 6373.26600 6329.95433
   1.05075 7275.57700 6486.42667 6688.62600 6800.30333 6372.43000 6329.15067
   1.05091 7275.00400 6485.70533 6687.84800 6799.50900 6371.59400 6328.34733
   1.05108 7274.43200 6484.98433 6687.07100 6798.71467 6370.75800 6327.54433
   1.05125 7273.86000 6484.26367 6686.29300 6797.92000 6369.92100 6326.74100
   1.05142 7273.28800 6483.54300 6685.51600 6797.12633 6369.08500 6325.93733
   1.05158 7272.71700 6482.82233 6684.73900 6796.33267 6368.24900 6325.13400
   1.05175 7272.14600 6482.10233 6683.96200 6795.53867 6367.41300 6324.32967
   1.05192 7271.57500 6481.38267 6683.18500 6794.74533 6366.57700 6323.52600
   1.05209 7270.97500 6480.62667 6682.37100 6793.91500 6365.70300 6322.69000
   1.05226 7270.34900 6479.83867 6681.52400 6793.05100 6364.79300 6321.82400
   1.05242 7269.72300 6479.05100 6680.67600 6792.18767 6363.88400 6320.95800
   1.05259 7269.09800 6478.26333 6679.82900 6791.32400 6362.97500 6320.09167
   1.05276 7268.47300 6477.47600 6678.98100 6790.46033 6362.06600 6319.22567
   1.05293 7267.84800 6476.68900 6678.13500 6789.59733 6361.15600 6318.35933
   1.05310 7267.22300 6475.90167 6677.28800 6788.73400 6360.24700 6317.49300
   1.05326 7266.59800 6475.11467 6676.44100 6787.87067 6359.33800 6316.62700
   1.05343 7265.97400 6474.32833 6675.59500 6787.00767 6358.42900 6315.76067
   1.05360 7265.35000 6473.54167 6674.74800 6786.14500 6357.51900 6314.89367
   1.05377 7264.72600 6472.75533 6673.90200 6785.28200 6356.61000 6314.02733
   1.05394 7264.10200 6471.96933 6673.05600 6784.41967 6355.70100 6313.16100
